,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_alias_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_slicing_ordered_value,element_requirements_value,element_representation_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_sliceName_value,element_fixedUri_value,element_mustSupport_value,element_example_valueCode_value,element_orderMeaning_value,element_example_valuePeriod_start_value,element_example_valuePeriod_end_value
90,ARS|s_CareConnect-GPC-Location-1,Location.type.coding.userSelected,Location.type.coding.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,0,1,0..1,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",boolean,ele-1,true,,,,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,,,,,,,,
91,ARS|s_CareConnect-GPC-Location-1,Location.type.text,Location.type.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,0,1,0..1,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",Very often the text is the same as a displayName of one of the codings.,string,ele-1,true,,,,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,,
92,ARS|s_CareConnect-GPC-Location-1,Location.telecom,Location.telecom,Contact details of the location,"The contact details of communication devices available at the location. This can include phone numbers, fax numbers, mobile numbers, email addresses and web sites.",0,*,0..*,Location.telecom,0,*,"['ele-1', 'cpt-2']","['error', 'error']","['All FHIR elements must have a @value or children', 'A system is required if a value is provided.']","['hasValue() | (children().count() > id.count())', 'value.empty() or system.exists()']","['@value|f:*|h:div', 'not(exists(f:value)) or exists(f:system)']","['rim', 'v2', 'rim', 'servd', 'rim']","['n/a', 'XTN', 'TEL', 'ContactPoint', '.telecom']",,ContactPoint,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,
93,ARS|s_CareConnect-GPC-Location-1,Location.telecom.id,Location.telecom.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
94,ARS|s_CareConnect-GPC-Location-1,Location.telecom.extension,Location.telecom.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,
95,ARS|s_CareConnect-GPC-Location-1,Location.telecom.system,Location.telecom.system,phone | fax | email | pager | url | sms | other,Telecommunications form for contact point - what communications system is required to make use of the contact.,0,1,0..1,ContactPoint.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.3', './scheme', './ContactPointType']",Note that FHIR strings may not exceed 1MB in size,code,"['ele-1', 'cpt-2']",true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactPointSystem,,required,Telecommunications form for contact point,http://hl7.org/fhir/ValueSet/contact-point-system,,,,,,,,,,,,,,,,,,,,,,
96,ARS|s_CareConnect-GPC-Location-1,Location.telecom.value,Location.telecom.value,The actual contact point details,"The actual contact point details, in a form that is meaningful to the designated communication system (i.e. phone number or email address).",0,1,0..1,ContactPoint.value,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.1 (or XTN.12)', './url', './Value']","Additional text data such as phone extension numbers, or notes about use of the contact are sometimes included in the value.",string,ele-1,true,,,,,,,,,,,,,,,Need to support legacy numbers that are not in a tightly controlled format.,,,,,,,,,,,,,,,
97,ARS|s_CareConnect-GPC-Location-1,Location.telecom.use,Location.telecom.use,home | work | temp | old | mobile - purpose of this contact point,Identifies the purpose for the contact point.,0,1,0..1,ContactPoint.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.2 - but often indicated by field', 'unique(./use)', './ContactPointPurpose']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old contact etc.for a current/permanent one. Applications can assume that a contact is current unless it explicitly says that it is temporary or old.",code,ele-1,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactPointUse,,required,Use of contact point,http://hl7.org/fhir/ValueSet/contact-point-use,,,,,,,"Need to track the way a person uses this contact, so a user can choose which is appropriate for their purpose.",,,,,,,,,,,,,,,
98,ARS|s_CareConnect-GPC-Location-1,Location.telecom.rank,Location.telecom.rank,Specify preferred order of use (1 = highest),Specifies a preferred order in which to use a set of contacts. Contacts are ranked with lower values coming before higher values.,0,1,0..1,ContactPoint.rank,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2']","['n/a', 'n/a']",Note that rank does not necessarily follow the order in which the contacts are represented in the instance.,positiveInt,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,ARS|s_CareConnect-GPC-Location-1,Location.telecom.period,Location.telecom.period,Time period when the contact point was/is in use,Time period when the contact point was/is in use.,0,1,0..1,ContactPoint.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'N/A', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']","This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",Period,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ARS|s_CareConnect-GPC-Location-1,Location.telecom.period.id,Location.telecom.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
101,ARS|s_CareConnect-GPC-Location-1,Location.telecom.period.extension,Location.telecom.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,
102,ARS|s_CareConnect-GPC-Location-1,Location.telecom.period.start,Location.telecom.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,ARS|s_CareConnect-GPC-Location-1,Location.telecom.period.end,Location.telecom.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,
104,ARS|s_CareConnect-GPC-Location-1,Location.address,Location.address,Physical location,Physical location.,0,1,0..1,Location.address,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim']","['n/a', 'XAD', 'AD', 'Address', '.addr']","This was kept as 0..1 as there is no use property on the address, so wouldn't be able to identify different address types.",Address,ele-1,,,,,,,,,,,,,,,,"If locations can be visited, we need to keep track of their address.",,,,,,,,,,,true,,,,
105,ARS|s_CareConnect-GPC-Location-1,Location.address.id,Location.address.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
106,ARS|s_CareConnect-GPC-Location-1,Location.address.extension,Location.address.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,
107,ARS|s_CareConnect-GPC-Location-1,Location.address.use,Location.address.use,home | work | temp | old - purpose of this address,The purpose of this address.,0,1,0..1,Address.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XAD.7', 'unique(./use)', './AddressPurpose']","This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old address etc.for a current/permanent one. Applications can assume that an address is current unless it explicitly says that it is temporary or old.",code,ele-1,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,AddressUse,,required,The use of an address,http://hl7.org/fhir/ValueSet/address-use,,,,,,,Allows an appropriate address to be chosen from a list of many.,,,,General,,,,,,,,home,,,
108,ARS|s_CareConnect-GPC-Location-1,Location.address.type,Location.address.type,postal | physical | both,Distinguishes between physical addresses (those you can visit) and mailing addresses (e.g. PO Boxes and care-of addresses). Most addresses are both.,0,1,0..1,Address.type,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard']","['n/a', 'XAD.18', 'unique(./use)', 'address type parameter']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,AddressType,,required,The type of an address (physical / postal),http://hl7.org/fhir/ValueSet/address-type,,,,,,,,,,,General,,,,,,,,both,,,
109,ARS|s_CareConnect-GPC-Location-1,Location.address.text,Location.address.text,Text representation of the address,A full text representation of the address.,0,1,0..1,Address.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard']","['n/a', 'XAD.1 + XAD.2 + XAD.3 + XAD.4 + XAD.5 + XAD.6', './formatted', 'address label parameter']",Can provide both a text representation and parts.,string,ele-1,true,,,,,,,,,,,,,,,"A renderable, unencoded form.",,,,General,,"137 Nowhere Street, Erewhon 9132",,,,,,,,,
110,ARS|s_CareConnect-GPC-Location-1,Location.address.line,Location.address.line,"Street name, number, direction & P.O. Box etc.","This component contains the house number, apartment number, street name, street direction,  P.O. Box number, delivery hints, and similar address information.",0,*,0..*,Address.line,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.1 + XAD.2 (note: XAD.1 and XAD.2 have different meanings for a company address than for a person address)', 'AD.part[parttype = AL]', 'street', './StreetAddress (newline delimitted)']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,home | work | temp | old - purpose of this address.,,,,General,,137 Nowhere Street,,,,,,,The order in which lines should appear in an address label,,
111,ARS|s_CareConnect-GPC-Location-1,Location.address.city,Location.address.city,"Name of city, town etc.","The name of the city, town, village or other community or delivery center.",0,1,0..1,Address.city,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.3', 'AD.part[parttype = CTY]', 'locality', './Jurisdiction']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,Municpality,,,,,,,,,,General,,Erewhon,,,,,,,,,
112,ARS|s_CareConnect-GPC-Location-1,Location.address.district,Location.address.district,District name (aka county),The name of the administrative area (county).,0,1,0..1,Address.district,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'XAD.9', 'AD.part[parttype = CNT | CPA]']","District is sometimes known as county, but in some regions 'county' is used in place of city (municipality), so county name should be conveyed in city instead.",string,ele-1,true,,,,,,,,,County,,,,,,,,,,General,,Madison,,,,,,,,,
113,ARS|s_CareConnect-GPC-Location-1,Location.address.state,Location.address.state,Sub-unit of country (abbreviations ok),Sub-unit of a country with limited sovereignty in a federally organized country. A code may be used if codes are in common use (i.e. US 2 letter state codes).,0,0,0..0,Address.state,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.4', 'AD.part[parttype = STA]', 'region', './Region']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,"['Province', 'Territory']",,,,,,,,,,,,,,,,,,,,,
114,ARS|s_CareConnect-GPC-Location-1,Location.address.postalCode,Location.address.postalCode,Postal code for area,A postal code designating a region defined by the postal service.,0,1,0..1,Address.postalCode,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.5', 'AD.part[parttype = ZIP]', 'code', './PostalIdentificationCode']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,Zip,,,,,,,,,,General,,9132,,,,,,,,,
115,ARS|s_CareConnect-GPC-Location-1,Location.address.country,Location.address.country,Country (e.g. can be ISO 3166 2 or 3 letter code),Country - a nation as commonly understood or generally accepted.,0,1,0..1,Address.country,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.6', 'AD.part[parttype = CNT]', 'country', './Country']",ISO 3166 3 letter codes can be used in place of a full country name.,string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,ARS|s_CareConnect-GPC-Location-1,Location.address.period,Location.address.period,Time period when address was/is in use,Time period when address was/is in use.,0,1,0..1,Address.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'XAD.12 / XAD.13 + XAD.14', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']","This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",Period,ele-1,true,,,,,,,,,,,,,,,Allows addresses to be placed in historical context.,,,,General,,,,,,,,,,2010-03-23,2010-07-01
117,ARS|s_CareConnect-GPC-Location-1,Location.address.period.id,Location.address.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
118,ARS|s_CareConnect-GPC-Location-1,Location.address.period.extension,Location.address.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,
119,ARS|s_CareConnect-GPC-Location-1,Location.address.period.start,Location.address.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,ARS|s_CareConnect-GPC-Location-1,Location.address.period.end,Location.address.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,
121,ARS|s_CareConnect-GPC-Location-1,Location.physicalType,Location.physicalType,Physical form of the location,"Physical form of the location, e.g. building, room, vehicle, road.",0,1,0..1,Location.physicalType,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'rim', 'w5']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', '.playingEntity [classCode=PLC].code', 'class']","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",CodeableConcept,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,PhysicalType,,example,Physical form of the location,http://hl7.org/fhir/ValueSet/location-physical-type,,,,,,,"For purposes of showing relevant locations in queries, we need to categorize locations.",,,,,,,,,,,,,,,
122,ARS|s_CareConnect-GPC-Location-1,Location.physicalType.id,Location.physicalType.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
123,ARS|s_CareConnect-GPC-Location-1,Location.physicalType.extension,Location.physicalType.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,
124,ARS|s_CareConnect-GPC-Location-1,Location.physicalType.coding,Location.physicalType.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,0,*,0..*,CodeableConcept.coding,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",Coding,ele-1,true,,,,,,,,,,value,system,,closed,true,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,,,,,,,,,,
125,ARS|s_CareConnect-GPC-Location-1,Location.physicalType.coding.id,Location.physicalType.coding.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
126,ARS|s_CareConnect-GPC-Location-1,Location.physicalType.coding.extension,Location.physicalType.coding.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,
