,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_alias_value,element_binding_extension_url,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_isModifier_value,element_binding_extension_valueReference_reference_value,element_sliceName_value,element_type_profile_value,element_type_targetProfile_value,element_meaningWhenMissing_value,element_example_label_value,element_example_valueCode_value,element_binding_valueSetUri_value,element_example_valueUri_value,element_example_valueString_value
63,ARS|s_CareConnect-GPC-Medication-1,Medication.form.coding.userSelected,Medication.form.coding.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,0,1,0..1,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",boolean,ele-1,true,,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,,,,,,
64,ARS|s_CareConnect-GPC-Medication-1,Medication.form.text,Medication.form.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,0,1,0..1,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",Very often the text is the same as a displayName of one of the codings.,string,ele-1,true,,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,
65,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient,Medication.ingredient,Active or inactive ingredient,Identifies a particular constituent of interest in the product.,0,*,0..*,Medication.ingredient,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.scopesRole[typeCode=INGR]']","The ingredients need not be a complete list.  If an ingredient is not specified, this does not indicate whether an ingredient is present or absent.  If an ingredient is specified it does not mean that all ingredients are specified.  It is possible to specify both inactive and active ingredients.",BackboneElement,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.id,Medication.ingredient.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,
67,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.extension,Medication.ingredient.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,
68,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.modifierExtension,Medication.ingredient.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,true,,,,,,,,,,
69,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.item[x],Medication.ingredient.item[x],The product contained,The actual ingredient - either a substance (simple ingredient) or another medication.,1,1,1..1,Medication.ingredient.item[x],1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'script10.6', 'v2', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'coding.code = //element(*,MedicationType)/DrugCoded/ProductCode  coding.system = //element(*,MedicationType)/DrugCoded/ProductCodeQualifier  coding.display = //element(*,MedicationType)/DrugDescription', 'RXC-2-Component Code  if medication: RXO-1-Requested Give Code / RXE-2-Give Code / RXD-2-Dispense/Give Code / RXG-4-Give Code / RXA-5-Administered Code', '.player']","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.","['CodeableConcept', 'Reference', 'Reference']",ele-1,,,,,,,,,,,,,,,,,,,,,"['http://hl7.org/fhir/StructureDefinition/Substance', 'https://fhir.nhs.uk/STU3/StructureDefinition/CareConnect-GPC-Medication-1']",,,,,,
70,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.isActive,Medication.ingredient.isActive,Active ingredient indicator,Indication of whether this ingredient affects the therapeutic action of the drug.,0,1,0..1,Medication.ingredient.isActive,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'NA']",,boolean,ele-1,,,,,,,,,,,,,,True indicates that the ingredient affects the therapeutic action of the drug (i.e. active).  False indicates that the ingredient does not affect the therapeutic action of the drug (i.e. inactive).,,,,,,,,,,,,,
71,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount,Medication.ingredient.amount,Quantity of ingredient present,"Specifies how many (or how much) of the items there are in this Medication.  For example, 250 mg per tablet.  This is expressed as a ratio where the numerator is 250mg and the denominator is 1 tablet.",0,1,0..1,Medication.ingredient.amount,0,1,"['ele-1', 'rat-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Numerator and denominator SHALL both be present, or both are absent. If both are absent, there SHALL be some extension present']","['hasValue() | (children().count() > id.count())', '(numerator.empty() xor denominator.exists()) and (numerator.exists() or extension.exists())']","['@value|f:*|h:div', '(count(f:numerator) = count(f:denominator)) and ((count(f:numerator) > 0) or (count(f:extension) > 0))']","['rim', 'v2', 'rim', 'script10.6', 'v2', 'rim']","['n/a', 'N/A', 'RTO', '//element(*,DrugCodedType)/Strength', 'RXC-3-Component Amount & RXC-4-Component Units  if medication: RXO-2-Requested Give Amount - Minimum & RXO-4-Requested Give Units / RXO-3-Requested Give Amount - Maximum & RXO-4-Requested Give Units / RXO-11-Requested Dispense Amount & RXO-12-Requested Dispense Units / RXE-3-Give Amount - Minimum & RXE-5-Give Units / RXE-4-Give Amount - Maximum & RXE-5-Give Units / RXE-10-Dispense Amount & RXE-10-Dispense Units', '.quantity']",,Ratio,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.id,Medication.ingredient.amount.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,
73,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.extension,Medication.ingredient.amount.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,
74,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.numerator,Medication.ingredient.amount.numerator,Numerator value,The value of the numerator.,0,1,0..1,Ratio.numerator,0,1,"['ele-1', 'qty-3']","['error', 'error']","['All FHIR elements must have a @value or children', 'If a code for the unit is present, the system SHALL also be present']","['hasValue() | (children().count() > id.count())', 'code.empty() or system.exists()']","['@value|f:*|h:div', 'not(exists(f:code)) or exists(f:system)']","['rim', 'v2', 'rim', 'rim']","['n/a', 'SN (see also Range) or CQ', 'PQ, IVL<PQ>, MO, CO, depending on the values', '.numerator']",The context of use may frequently define what kind of quantity this is and therefore what kind of units can be used. The context of use may also restrict the values for the comparator.,Quantity,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.numerator.id,Medication.ingredient.amount.numerator.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,
76,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.numerator.extension,Medication.ingredient.amount.numerator.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,
77,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.numerator.value,Medication.ingredient.amount.numerator.value,Numerical value (with implicit precision),The value of the measured amount. The value includes an implicit precision in the presentation of the value.,0,1,0..1,Quantity.value,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'SN.2  / CQ - N/A', 'PQ.value, CO.value, MO.value, IVL.high or IVL.low depending on the value']",The implicit precision in the value should always be honored. Monetary values have their own rules for handling precision (refer to standard accounting text books).,decimal,ele-1,true,,,,,,,,,,,,,Precision is handled implicitly in almost all cases of measurement.,,,,,,,,,,,,,
78,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.numerator.comparator,Medication.ingredient.amount.numerator.comparator,< | <= | >= | > - how to understand the value,"How the value should be understood and represented - whether the actual value is greater or less than the stated value due to measurement issues; e.g. if the comparator is ""<"" , then the real value is < stated value.",0,1,0..1,Quantity.comparator,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'SN.1  / CQ.1', 'IVL properties']","This is labeled as ""Is Modifier"" because the comparator modifies the interpretation of the value significantly. If there is no comparator, then there is no modification of the value.",code,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,QuantityComparator,,required,How the Quantity should be understood and represented.,http://hl7.org/fhir/ValueSet/quantity-comparator,Need a framework for handling measures where the value is <5ug/L or >400mg/L due to the limitations of measuring methodology.,,,true,,,,,"If there is no comparator, then there is no modification of the value",,,,,
79,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.numerator.unit,Medication.ingredient.amount.numerator.unit,Unit representation,A human-readable form of the unit.,0,1,0..1,Quantity.unit,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', '(see OBX.6 etc.) / CQ.2', 'PQ.unit']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,"There are many representations for units of measure and in many contexts, particular representations are fixed and required. I.e. mcg for micrograms.",http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,
80,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.numerator.system,Medication.ingredient.amount.numerator.system,System that defines coded unit form,The identification of the system that provides the coded form of the unit.,0,1,0..1,Quantity.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', '(see OBX.6 etc.) / CQ.2', 'CO.codeSystem, PQ.translation.codeSystem']",see http://en.wikipedia.org/wiki/Uniform_resource_identifier,uri,"['ele-1', 'qty-3']",true,,,,,,,,,,,,,Need to know the system that defines the coded form of the unit.,,,,,,,,,,,,,
81,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.numerator.code,Medication.ingredient.amount.numerator.code,Coded form of the unit,A computer processable form of the unit in some unit representation system.,0,1,0..1,Quantity.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', '(see OBX.6 etc.) / CQ.2', 'PQ.code, MO.currency, PQ.translation.code']","The preferred system is UCUM, but SNOMED CT can also be used (for customary units) or ISO 4217 for currency.  The context of use may additionally require a code from a particular system.",code,ele-1,true,,,,,,,,,,,,,"Need a computable form of the unit that is fixed across all forms. UCUM provides this for quantities, but SNOMED CT provides many units of interest.",,,,,,,,,,,,,
82,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.denominator,Medication.ingredient.amount.denominator,Denominator value,The value of the denominator.,0,1,0..1,Ratio.denominator,0,1,"['ele-1', 'qty-3']","['error', 'error']","['All FHIR elements must have a @value or children', 'If a code for the unit is present, the system SHALL also be present']","['hasValue() | (children().count() > id.count())', 'code.empty() or system.exists()']","['@value|f:*|h:div', 'not(exists(f:code)) or exists(f:system)']","['rim', 'v2', 'rim', 'rim']","['n/a', 'SN (see also Range) or CQ', 'PQ, IVL<PQ>, MO, CO, depending on the values', '.denominator']",The context of use may frequently define what kind of quantity this is and therefore what kind of units can be used. The context of use may also restrict the values for the comparator.,Quantity,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.denominator.id,Medication.ingredient.amount.denominator.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,
84,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.denominator.extension,Medication.ingredient.amount.denominator.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,
85,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.denominator.value,Medication.ingredient.amount.denominator.value,Numerical value (with implicit precision),The value of the measured amount. The value includes an implicit precision in the presentation of the value.,0,1,0..1,Quantity.value,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'SN.2  / CQ - N/A', 'PQ.value, CO.value, MO.value, IVL.high or IVL.low depending on the value']",The implicit precision in the value should always be honored. Monetary values have their own rules for handling precision (refer to standard accounting text books).,decimal,ele-1,true,,,,,,,,,,,,,Precision is handled implicitly in almost all cases of measurement.,,,,,,,,,,,,,
86,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.denominator.comparator,Medication.ingredient.amount.denominator.comparator,< | <= | >= | > - how to understand the value,"How the value should be understood and represented - whether the actual value is greater or less than the stated value due to measurement issues; e.g. if the comparator is ""<"" , then the real value is < stated value.",0,1,0..1,Quantity.comparator,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'SN.1  / CQ.1', 'IVL properties']","This is labeled as ""Is Modifier"" because the comparator modifies the interpretation of the value significantly. If there is no comparator, then there is no modification of the value.",code,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,QuantityComparator,,required,How the Quantity should be understood and represented.,http://hl7.org/fhir/ValueSet/quantity-comparator,Need a framework for handling measures where the value is <5ug/L or >400mg/L due to the limitations of measuring methodology.,,,true,,,,,"If there is no comparator, then there is no modification of the value",,,,,
87,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.denominator.unit,Medication.ingredient.amount.denominator.unit,Unit representation,A human-readable form of the unit.,0,1,0..1,Quantity.unit,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', '(see OBX.6 etc.) / CQ.2', 'PQ.unit']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,"There are many representations for units of measure and in many contexts, particular representations are fixed and required. I.e. mcg for micrograms.",http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,
88,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.denominator.system,Medication.ingredient.amount.denominator.system,System that defines coded unit form,The identification of the system that provides the coded form of the unit.,0,1,0..1,Quantity.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', '(see OBX.6 etc.) / CQ.2', 'CO.codeSystem, PQ.translation.codeSystem']",see http://en.wikipedia.org/wiki/Uniform_resource_identifier,uri,"['ele-1', 'qty-3']",true,,,,,,,,,,,,,Need to know the system that defines the coded form of the unit.,,,,,,,,,,,,,
89,ARS|s_CareConnect-GPC-Medication-1,Medication.ingredient.amount.denominator.code,Medication.ingredient.amount.denominator.code,Coded form of the unit,A computer processable form of the unit in some unit representation system.,0,1,0..1,Quantity.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', '(see OBX.6 etc.) / CQ.2', 'PQ.code, MO.currency, PQ.translation.code']","The preferred system is UCUM, but SNOMED CT can also be used (for customary units) or ISO 4217 for currency.  The context of use may additionally require a code from a particular system.",code,ele-1,true,,,,,,,,,,,,,"Need a computable form of the unit that is fixed across all forms. UCUM provides this for quantities, but SNOMED CT provides many units of interest.",,,,,,,,,,,,,
90,ARS|s_CareConnect-GPC-Medication-1,Medication.package,Medication.package,Details about packaged medications,Information that only applies to packages (not products).,0,1,0..1,Medication.package,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'script10.6', 'rim']","['n/a', 'no mapping', '.player[classCode=CONT]']",,BackboneElement,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ARS|s_CareConnect-GPC-Medication-1,Medication.package.id,Medication.package.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,
92,ARS|s_CareConnect-GPC-Medication-1,Medication.package.extension,Medication.package.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,
93,ARS|s_CareConnect-GPC-Medication-1,Medication.package.modifierExtension,Medication.package.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,true,,,,,,,,,,
94,ARS|s_CareConnect-GPC-Medication-1,Medication.package.container,Medication.package.container,"E.g. box, vial, blister-pack",The kind of container that this package comes as.,0,1,0..1,Medication.package.container,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'script10.6', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'no mapping', '.code']","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",CodeableConcept,ele-1,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,MedicationContainer,,example,A coded concept defining the kind of container a medication package is packaged in,http://hl7.org/fhir/ValueSet/medication-package-form,,,,,,,,,,,,,,
95,ARS|s_CareConnect-GPC-Medication-1,Medication.package.container.id,Medication.package.container.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,
