,source,element_id,element_path_value,element_short_value,element_definition_value,element_alias_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_mustSupport_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_sliceName_value,element_type_profile_value,element_slicing_ordered_value,element_requirements_value,element_representation_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_fixedUri_value,element_defaultValueBoolean_value,element_orderMeaning_value,element_fixedCode_value,element_type_extension_url,element_type_extension_valueString_value,element_type_code_extension_url,element_type_code_extension_valueString_value,element_example_valueCode_value,element_example_valuePeriod_start_value,element_example_valuePeriod_end_value,element_binding_valueSetUri_value,element_extension_valueString_value
146,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.coding,Patient.maritalStatus.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,,1,1,1..1,CodeableConcept.coding,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",Coding,ele-1,,true,,,,,,,,,,,,,,,,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,,,,,,,,,,,,,,,,
147,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.coding.id,Patient.maritalStatus.coding.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
148,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.coding.extension,Patient.maritalStatus.coding.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
149,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.coding.system,Patient.maritalStatus.coding.system,Identity of the terminology system,The identification of the code system that defines the meaning of the symbol in the code.,,1,1,1..1,Coding.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.3', './codeSystem', 'fhir:Coding.system rdfs:subPropertyOf dt:CDCoding.codeSystem']","The URI may be an OID (urn:oid:...) or a UUID (urn:uuid:...).  OIDs and UUIDs SHALL be references to the HL7 OID registry. Otherwise, the URI should come from HL7's list of FHIR defined special URIs or it should de-reference to some definition that establish the system clearly and unambiguously.",uri,ele-1,,true,,,,,,,,,,,,,,,,Need to be unambiguous about the source of the definition of the symbol.,,,,General,http://hl7.org/fhir/v3/MaritalStatus,,,,,,,,,,,,,,,,
150,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.coding.version,Patient.maritalStatus.coding.version,Version of the system - if relevant,"The version of the code system which was used when choosing this code. Note that a well-maintained code system does not need the version reported, because the meaning of codes is consistent across versions. However this cannot consistently be assured. and when the meaning is not guaranteed to be consistent, the version SHOULD be exchanged.",,0,0,0..0,Coding.version,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.7', './codeSystemVersion', 'fhir:Coding.version rdfs:subPropertyOf dt:CDCoding.codeSystemVersion']","Where the terminology does not clearly define what string should be used to identify code system versions, the recommendation is to use the date (expressed in FHIR date format) on which that version was officially published as the version date.",string,ele-1,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.coding.code,Patient.maritalStatus.coding.code,Symbol in syntax defined by the system,A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).,,1,1,1..1,Coding.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.1', './code', 'fhir:Coding.code rdfs:subPropertyOf dt:CDCoding.code']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,,true,,,,,,,,,,,,,,,,Need to refer to a particular code in the system.,,,,,,,,,,,,,,,,,,,,,
152,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.coding.display,Patient.maritalStatus.coding.display,Representation defined by the system,"A representation of the meaning of the code in the system, following the rules of the system.",,1,1,1..1,Coding.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.2 - but note this is not well followed', 'CV.displayName', 'fhir:Coding.display rdfs:subPropertyOf dt:CDCoding.displayName']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,,true,,,,,,,,,,,,,,,,Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,,,,,,,,
153,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.coding.userSelected,Patient.maritalStatus.coding.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,,0,0,0..0,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",boolean,ele-1,,true,,,,,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,,,,,,,,,,,,,,
154,ARS|s_CareConnect-GPC-Patient-1,Patient.maritalStatus.text,Patient.maritalStatus.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,,0,0,0..0,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",Very often the text is the same as a displayName of one of the codings.,string,ele-1,,true,,,,,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,,,,,,,,,,,,,
155,ARS|s_CareConnect-GPC-Patient-1,Patient.multipleBirthBoolean:multipleBirthBoolean,Patient.multipleBirthBoolean,Whether patient is part of a multiple birth,Indicates whether the patient is part of a multiple (bool) or indicates the actual birth order (integer).,,0,1,0..1,Patient.multipleBirth[x],0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'cda']","['n/a', 'PID-24 (bool), PID-25 (integer)', 'player[classCode=PSN|ANM and determinerCode=INSTANCE]/multipleBirthInd,  player[classCode=PSN|ANM and determinerCode=INSTANCE]/multipleBirthOrderNumber', 'n/a']","Where the valueInteger is provided, the number is the birth number in the sequence. E.g. The middle birth in tripplets would be valueInteger=2 and the third born would have valueInteger=3 If a bool value was provided for this tripplets examle, then all 3 patient records would have valueBool=true (the ordering is not indicated).",boolean,ele-1,,,,,,,,,,,,,,,multipleBirthBoolean,,,"For disambiguation of multiple-birth children, especially relevant where the care provider doesn't meet the patient, such as labs.",,,,,,,,,,,,,,,,,,,,,
156,ARS|s_CareConnect-GPC-Patient-1,Patient.photo,Patient.photo,Image of the patient,Image of the patient.,,0,0,0..0,Patient.photo,0,*,"['ele-1', 'att-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'It the Attachment has data, it SHALL have a contentType']","['hasValue() | (children().count() > id.count())', 'data.empty() or contentType.exists()']","['@value|f:*|h:div', 'not(exists(f:data)) or exists(f:contentType)']","['rim', 'v2', 'rim', 'v2', 'rim', 'cda']","['n/a', 'ED/RP', 'ED', 'OBX-5 - needs a profile', 'player[classCode=PSN|ANM and determinerCode=INSTANCE]/desc', 'n/a']","When providing a summary view (for example with Observation.value[x]) Attachment should be represented with a brief display text such as ""Attachment"".",Attachment,ele-1,,,,,,,,,,,,,,,,,,Many EHR systems have the capability to capture an image of the patient. Fits with newer social media usage too.,,,,,,,,,,,,,,,,,,,,,
157,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.id,Patient.photo.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
158,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.extension,Patient.photo.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
159,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.contentType,Patient.photo.contentType,"Mime type of the content, with charset etc.",Identifies the type of the data in the attachment and allows a method to be chosen to interpret or render the data. Includes mime type parameters such as charset where appropriate.,,0,1,0..1,Attachment.contentType,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'ED.2+ED.3/RP.2+RP.3. Note conversion may be needed if old style values are being used', './mediaType, ./charset']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,,true,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",,MimeType,true,required,The mime type of an attachment. Any valid mime type is allowed.,,,,,,,,,Processors of the data need to be able to know how to interpret the data.,,,,General,,,,,,,,,,,,,"text/plain; charset=UTF-8, image/png",,,http://www.rfc-editor.org/bcp/bcp13.txt,
160,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.language,Patient.photo.language,Human language of the content (BCP-47),The human language of the content. The value can be any valid value according to BCP 47.,,0,1,0..1,Attachment.language,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', './language']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,,true,,"['http://hl7.org/fhir/StructureDefinition/elementdefinition-maxValueSet', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName', 'http://hl7.org/fhir/StructureDefinition/elementdefinition-isCommonBinding']",http://hl7.org/fhir/ValueSet/all-languages,Language,true,extensible,A human language.,http://hl7.org/fhir/ValueSet/languages,,,,,,,,Users need to be able to choose between the languages in a set of attachments.,,,,General,,,,,,,,,,,,,en-AU,,,,
161,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.data,Patient.photo.data,"Data inline, base64ed","The actual data of the attachment - a sequence of bytes. In XML, represented using base64.",,0,1,0..1,Attachment.data,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'ED.5', './data']",The base64-encoded data SHALL be expressed in the same character set as the base resource XML or JSON.,base64Binary,ele-1,,,,,,,,,,,,,,,,,,The data needs to able to be transmitted inline.,,,,,,,,,,,,,,,,,,,,,
162,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.url,Patient.photo.url,Uri where the data can be found,An alternative location where the data can be accessed.,,0,1,0..1,Attachment.url,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'RP.1+RP.2 - if they refer to a URL (see v2.6)', './reference/literal']","If both data and url are provided, the url SHALL point to the same content as the data contains. Urls may be relative references or may reference transient locations such as a wrapping envelope using cid: though this has ramifications for using signatures. Relative URLs are interpreted relative to the service url, like a resource reference, rather than relative to the resource itself. If a URL is provided, it SHALL resolve to actual data.",uri,ele-1,,true,,,,,,,,,,,,,,,,The data needs to be transmitted by reference.,,,,General,http://www.acme.com/logo-small.png,,,,,,,,,,,,,,,,
163,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.size,Patient.photo.size,Number of bytes of content (if url provided),"The number of bytes of data that make up this attachment (before base64 encoding, if that is done).",,0,1,0..1,Attachment.size,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A (needs data type R3 proposal)']","The number of bytes is redundant if the data is provided as a base64binary, but is useful if the data is provided as a url reference.",unsignedInt,ele-1,,true,,,,,,,,,,,,,,,,"Representing the size allows applications to determine whether they should fetch the content automatically in advance, or refuse to fetch it at all.",,,,,,,,,,,,,,,,,,,,,
164,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.hash,Patient.photo.hash,"Hash of the data (sha-1, base64ed)",The calculated hash of the data using SHA-1. Represented using base64.,,0,1,0..1,Attachment.hash,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.integrityCheck[parent::ED/integrityCheckAlgorithm=""SHA-1""]']","The hash is calculated on the data prior to base64 encoding, if the data is based64 encoded.",base64Binary,ele-1,,true,,,,,,,,,,,,,,,,Included so that applications can verify that the contents of a location have not changed and so that a signature of the content can implicitly sign the content of an image without having to include the data in the instance or reference the url in the signature.,,,,,,,,,,,,,,,,,,,,,
165,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.title,Patient.photo.title,Label to display in place of the data,A label or set of text to display in place of the data.,,0,1,0..1,Attachment.title,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', './title/data']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,,true,,,,,,,,,,,,,,,,Applications need a label to display to a human user in place of the actual data if the data cannot be rendered or perceived by the viewer.,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,General,,Official Corporate Logo,,,,,,,,,,,,,,,
166,ARS|s_CareConnect-GPC-Patient-1,Patient.photo.creation,Patient.photo.creation,Date attachment was first created,The date that the attachment was first created.,,0,1,0..1,Attachment.creation,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A (needs data type R3 proposal)']",,dateTime,ele-1,,true,,,,,,,,,,,,,,,,This is often tracked as an integrity issue for use of the attachment.,,,,,,,,,,,,,,,,,,,,,
167,ARS|s_CareConnect-GPC-Patient-1,Patient.contact,Patient.contact,"A contact party (e.g. guardian, partner, friend) for the patient","A contact party (e.g. guardian, partner, friend) for the patient.",,0,*,0..*,Patient.contact,0,*,"['ele-1', 'pat-1']","['error', 'error']","['All FHIR elements must have a @value or children', ""SHALL at least contain a contact's details or a reference to an organization""]","['hasValue() | (children().count() > id.count())', 'name.exists() or telecom.exists() or address.exists() or organization.exists()']","['@value|f:*|h:div', 'exists(f:name) or exists(f:telecom) or exists(f:address) or exists(f:organization)']","['rim', 'rim', 'cda']","['n/a', 'player[classCode=PSN|ANM and determinerCode=INSTANCE]/scopedRole[classCode=CON]', 'n/a']","Contact covers all kinds of contact parties: family members, business contacts, guardians, caregivers. Not applicable to register pedigree and family ties beyond use of having contact.",BackboneElement,ele-1,,,,,,,,,,,,,,,,,,Need to track people you can contact about the patient.,,http://hl7.org/fhir/StructureDefinition/structuredefinition-explicit-type-name,,,,,,,,,,,,,,,,,,,Contact
168,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.id,Patient.contact.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
169,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.extension,Patient.contact.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
170,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.modifierExtension,Patient.contact.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.","['extensions', 'user content', 'modifiers']",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.relationship,Patient.contact.relationship,The kind of relationship,The nature of the relationship between the patient and the contact person.,,0,*,0..*,Patient.contact.relationship,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'cda']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'NK1-7, NK1-3', 'code', 'n/a']","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",CodeableConcept,ele-1,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactRelationship,,extensible,The nature of the relationship between a patient and a contact person for that patient.,http://hl7.org/fhir/ValueSet/v2-0131,,,,,,,,"Used to determine which contact person is the most relevant to approach, depending on circumstances.",,,,,,,,,,,,,,,,,,,,,
172,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.relationship.id,Patient.contact.relationship.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
173,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.relationship.extension,Patient.contact.relationship.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
174,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.relationship.coding,Patient.contact.relationship.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,,0,*,0..*,CodeableConcept.coding,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",Coding,ele-1,,true,,,,,,,,,,,,,,,,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,,,,,,,,,,,,,,,,
175,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.relationship.coding.id,Patient.contact.relationship.coding.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,,,,,,,
176,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.relationship.coding.extension,Patient.contact.relationship.coding.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,,,,
177,ARS|s_CareConnect-GPC-Patient-1,Patient.contact.relationship.coding.system,Patient.contact.relationship.coding.system,Identity of the terminology system,The identification of the code system that defines the meaning of the symbol in the code.,,1,1,1..1,Coding.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.3', './codeSystem', 'fhir:Coding.system rdfs:subPropertyOf dt:CDCoding.codeSystem']","The URI may be an OID (urn:oid:...) or a UUID (urn:uuid:...).  OIDs and UUIDs SHALL be references to the HL7 OID registry. Otherwise, the URI should come from HL7's list of FHIR defined special URIs or it should de-reference to some definition that establish the system clearly and unambiguously.",uri,ele-1,,true,,,,,,,,,,,,,,,,Need to be unambiguous about the source of the definition of the symbol.,,,,,,,,,,,,,,,,,,,,,
