,source,element_id,element_path_value,element_short_value,element_definition_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_alias_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_representation_value,element_requirements_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_extension_valueString_value
139,ARS|s_GPConnect-Task-1,Task.executionPeriod.id,Task.executionPeriod.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,
140,ARS|s_GPConnect-Task-1,Task.executionPeriod.extension,Task.executionPeriod.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,
141,ARS|s_GPConnect-Task-1,Task.executionPeriod.start,Task.executionPeriod.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']","If the low element is missing, the meaning is that the low boundary is not known.",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,
142,ARS|s_GPConnect-Task-1,Task.executionPeriod.end,Task.executionPeriod.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,
143,ARS|s_GPConnect-Task-1,Task.authoredOn,Task.authoredOn,Task Creation Date,The date and time this task was created.,0,1,0..1,Task.authoredOn,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'workflow', 'rim', 'w5']","['n/a', 'Request.authoredOn', '.participation[typeCode=AUT].time', 'when.recorded']",,dateTime,"['ele-1', 'inv-1']",,,,,,,,,,Created Date,,,,,,Most often used along with lastUpdated to track duration of task to supporting monitoring and management.,,,,,,,,
144,ARS|s_GPConnect-Task-1,Task.lastModified,Task.lastModified,Task Last Modified Date,The date and time of last modification to this task.,0,1,0..1,Task.lastModified,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.inboundRelationship[typeCode=SUBJ, ].source[classCode=CACT, moodCode=EVN].effectiveTime']",,dateTime,"['ele-1', 'inv-1']",true,,,,,,,,,Update Date,,,,,,Used along with history to track task activity and time in a particular task state.  This enables monitoring and management.,,,,,,,,
145,ARS|s_GPConnect-Task-1,Task.requester,Task.requester,Who is asking for task to be done,The creator of the task.,1,1,1..1,Task.requester,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'workflow', 'rim']","['n/a', 'Request.requester', '.participation[typeCode=AUT].role']",,BackboneElement,ele-1,true,,,,,,,,,,,,,,,"Identifies who created this task.  May be used by access control mechanisms (e.g., to ensure that only the creator can cancel a task).",,,,,,,,
146,ARS|s_GPConnect-Task-1,Task.requester.id,Task.requester.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,
147,ARS|s_GPConnect-Task-1,Task.requester.extension,Task.requester.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,
148,ARS|s_GPConnect-Task-1,Task.requester.modifierExtension,Task.requester.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,true,,,,,,,,"['extensions', 'user content', 'modifiers']",,,,,,,,,,,,,,
149,ARS|s_GPConnect-Task-1,Task.requester.agent,Task.requester.agent,Individual asking for task,"The device, practitioner, etc. who initiated the task.",1,1,1..1,Task.requester.agent,1,1,"['ele-1', 'ref-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'SHALL have a contained resource if a local reference is provided']","['hasValue() | (children().count() > id.count())', ""reference.startsWith('#').not() or (reference.substring(1).trace('url') in %resource.contained.id.trace('ids'))""]","['@value|f:*|h:div', ""not(starts-with(f:reference/@value, '#')) or exists(ancestor::*[self::f:entry or self::f:parameter]/f:resource/f:*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')]|/*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')])""]","['rim', 'rim', 'workflow', 'rim', 'w5']","['n/a', 'The target of a resource reference is a RIM entry point (Act, Role, or Entity)', 'Request.requester.agent', '.player', 'who.author']","References SHALL be a reference to an actual FHIR resource, and SHALL be resolveable (allowing for access control, temporary unavailability, etc). Resolution can be either by retrieval from the URL, or, where applicable by resource type, by treating an absolute reference as a canonical URL and looking it up in a local registry/repository.","['Reference', 'Reference', 'Reference', 'Reference', 'Reference']",ele-1,true,,,,,,,,,"['Initiator', 'Author']",,,,,,,,,,,,,"['https://fhir.nhs.uk/STU3/StructureDefinition/ITK-Device-1', 'https://fhir.hl7.org.uk/STU3/StructureDefinition/CareConnect-Organization-1', 'https://fhir.hl7.org.uk/STU3/StructureDefinition/CareConnect-Patient-1', 'https://fhir.hl7.org.uk/STU3/StructureDefinition/CareConnect-Practitioner-1', 'http://hl7.org/fhir/StructureDefinition/RelatedPerson']",
150,ARS|s_GPConnect-Task-1,Task.requester.agent.id,Task.requester.agent.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,
151,ARS|s_GPConnect-Task-1,Task.requester.agent.extension,Task.requester.agent.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,
152,ARS|s_GPConnect-Task-1,Task.requester.agent.reference,Task.requester.agent.reference,"Literal reference, Relative, internal or absolute URL","A reference to a location at which the other resource is found. The reference may be a relative reference, in which case it is relative to the service base URL, or an absolute URL that resolves to the location where the resource is found. The reference may be version specific or not. If the reference is not to a FHIR RESTful server, then it should be assumed to be version specific. Internal fragment references (start with '#') refer to contained resources.",1,1,1..1,Reference.reference,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","Using absolute URLs provides a stable scalable approach suitable for a cloud/web context, while using relative/logical references provides a flexible approach suitable for use when trading across closed eco-system boundaries.   Absolute URLs do not need to point to a FHIR RESTful server, though this is the preferred approach. If the URL conforms to the structure ""/[type]/[id]"" then it should be assumed that the reference is to a FHIR RESTful server.",string,"['ele-1', 'ref-1']",true,,,,,,,,,,,,,,,,,,,,,,,
153,ARS|s_GPConnect-Task-1,Task.requester.agent.identifier,Task.requester.agent.identifier,"Logical reference, when literal reference is not known","An identifier for the other resource. This is used when there is no way to reference the other resource directly, either because the entity is not available through a FHIR server, or because there is no way for the author of the resource to convert a known identifier to an actual location. There is no requirement that a Reference.identifier point to something that is actually exposed as a FHIR instance, but it SHALL point to a business concept that would be expected to be exposed as a FHIR instance, and that instance would need to be of a FHIR resource type allowed by the reference.",0,1,0..1,Reference.identifier,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim']","['n/a', 'CX / EI (occasionally, more often EI maps to a resource id or a URL)', 'II - see see identifier pattern at http://wiki.hl7.org/index.php?title=Common_Design_Patterns#Identifier_Pattern for relevant discussion. The Identifier class is a little looser than the v3 type II because it allows URIs as well as registered OIDs or GUIDs.  Also maps to Role[classCode=IDENT]', 'Identifier', '.identifier']","When an identifier is provided in place of a reference, any system processing the reference will only be able to resolve the identifier to a reference if it understands the business context in which the identifier is used. Sometimes this is global (e.g. a national identifier) but often it is not. For this reason, none of the useful mechanisms described for working with references (e.g. chaining, includes) are possible, nor should servers be expected to be able resolve the reference. Servers may accept an identifier based reference untouched, resolve it, and/or reject it - see CapabilityStatement.rest.resource.referencePolicy.   When both an identifier and a literal reference are provided, the literal reference is preferred. Applications processing the resource are allowed - but not required - to check that the identifier matches the literal reference  Applications converting a logical reference to a literal reference may choose to leave the logical reference present, or remove it.",Identifier,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,
154,ARS|s_GPConnect-Task-1,Task.requester.agent.display,Task.requester.agent.display,Text alternative for the resource,Plain text narrative that identifies the resource in addition to the resource reference.,0,1,0..1,Reference.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","This is generally not the same as the Resource.text of the referenced resource.  The purpose is to identify what's being referenced, not to fully describe it.",string,ele-1,true,,,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,
155,ARS|s_GPConnect-Task-1,Task.requester.onBehalfOf,Task.requester.onBehalfOf,Organization individual is acting for,The organization the device or practitioner was acting on behalf of when they initiated the task.,0,1,0..1,Task.requester.onBehalfOf,0,1,"['ele-1', 'ref-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'SHALL have a contained resource if a local reference is provided']","['hasValue() | (children().count() > id.count())', ""reference.startsWith('#').not() or (reference.substring(1).trace('url') in %resource.contained.id.trace('ids'))""]","['@value|f:*|h:div', ""not(starts-with(f:reference/@value, '#')) or exists(ancestor::*[self::f:entry or self::f:parameter]/f:resource/f:*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')]|/*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')])""]","['rim', 'rim', 'workflow', 'rim']","['n/a', 'The target of a resource reference is a RIM entry point (Act, Role, or Entity)', 'Request.requester.onBehalfOf', '.scoper']","References SHALL be a reference to an actual FHIR resource, and SHALL be resolveable (allowing for access control, temporary unavailability, etc). Resolution can be either by retrieval from the URL, or, where applicable by resource type, by treating an absolute reference as a canonical URL and looking it up in a local registry/repository.",Reference,ele-1,,,,,,,,,,,,,,,,Practitioners and Devices can be associated with multiple organizations.  This element indicates which organization they were acting on behalf of when authoring the request.,,,,,,,http://hl7.org/fhir/StructureDefinition/Organization,
156,ARS|s_GPConnect-Task-1,Task.requester.onBehalfOf.id,Task.requester.onBehalfOf.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,
157,ARS|s_GPConnect-Task-1,Task.requester.onBehalfOf.extension,Task.requester.onBehalfOf.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,
158,ARS|s_GPConnect-Task-1,Task.requester.onBehalfOf.reference,Task.requester.onBehalfOf.reference,"Literal reference, Relative, internal or absolute URL","A reference to a location at which the other resource is found. The reference may be a relative reference, in which case it is relative to the service base URL, or an absolute URL that resolves to the location where the resource is found. The reference may be version specific or not. If the reference is not to a FHIR RESTful server, then it should be assumed to be version specific. Internal fragment references (start with '#') refer to contained resources.",0,1,0..1,Reference.reference,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","Using absolute URLs provides a stable scalable approach suitable for a cloud/web context, while using relative/logical references provides a flexible approach suitable for use when trading across closed eco-system boundaries.   Absolute URLs do not need to point to a FHIR RESTful server, though this is the preferred approach. If the URL conforms to the structure ""/[type]/[id]"" then it should be assumed that the reference is to a FHIR RESTful server.",string,"['ele-1', 'ref-1']",true,,,,,,,,,,,,,,,,,,,,,,,
159,ARS|s_GPConnect-Task-1,Task.requester.onBehalfOf.identifier,Task.requester.onBehalfOf.identifier,"Logical reference, when literal reference is not known","An identifier for the other resource. This is used when there is no way to reference the other resource directly, either because the entity is not available through a FHIR server, or because there is no way for the author of the resource to convert a known identifier to an actual location. There is no requirement that a Reference.identifier point to something that is actually exposed as a FHIR instance, but it SHALL point to a business concept that would be expected to be exposed as a FHIR instance, and that instance would need to be of a FHIR resource type allowed by the reference.",0,1,0..1,Reference.identifier,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'rim']","['n/a', 'CX / EI (occasionally, more often EI maps to a resource id or a URL)', 'II - see see identifier pattern at http://wiki.hl7.org/index.php?title=Common_Design_Patterns#Identifier_Pattern for relevant discussion. The Identifier class is a little looser than the v3 type II because it allows URIs as well as registered OIDs or GUIDs.  Also maps to Role[classCode=IDENT]', 'Identifier', '.identifier']","When an identifier is provided in place of a reference, any system processing the reference will only be able to resolve the identifier to a reference if it understands the business context in which the identifier is used. Sometimes this is global (e.g. a national identifier) but often it is not. For this reason, none of the useful mechanisms described for working with references (e.g. chaining, includes) are possible, nor should servers be expected to be able resolve the reference. Servers may accept an identifier based reference untouched, resolve it, and/or reject it - see CapabilityStatement.rest.resource.referencePolicy.   When both an identifier and a literal reference are provided, the literal reference is preferred. Applications processing the resource are allowed - but not required - to check that the identifier matches the literal reference  Applications converting a logical reference to a literal reference may choose to leave the logical reference present, or remove it.",Identifier,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,
160,ARS|s_GPConnect-Task-1,Task.requester.onBehalfOf.display,Task.requester.onBehalfOf.display,Text alternative for the resource,Plain text narrative that identifies the resource in addition to the resource reference.,0,1,0..1,Reference.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","This is generally not the same as the Resource.text of the referenced resource.  The purpose is to identify what's being referenced, not to fully describe it.",string,ele-1,true,,,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,
161,ARS|s_GPConnect-Task-1,Task.performerType,Task.performerType,requester | dispatcher | scheduler | performer | monitor | manager | acquirer | reviewer,The type of participant that can execute the task.,0,*,0..*,Task.performerType,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'workflow', 'rim', 'w5']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'Event.performer.role, Request.performerType', '.participation[typeCode=PRF].role.code', 'who.actor']","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",CodeableConcept,ele-1,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,TaskPerformerType,,preferred,The type(s) of task performers allowed,http://hl7.org/fhir/ValueSet/task-performer-type,,,,,,,Use to distinguish tasks on different activity queues.,,,,,,,,
162,ARS|s_GPConnect-Task-1,Task.performerType.id,Task.performerType.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,
163,ARS|s_GPConnect-Task-1,Task.performerType.extension,Task.performerType.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,
164,ARS|s_GPConnect-Task-1,Task.performerType.coding,Task.performerType.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,0,*,0..*,CodeableConcept.coding,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",Coding,ele-1,true,,,,,,,,,,,,,,,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,,,
165,ARS|s_GPConnect-Task-1,Task.performerType.coding.id,Task.performerType.coding.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,
166,ARS|s_GPConnect-Task-1,Task.performerType.coding.extension,Task.performerType.coding.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,
167,ARS|s_GPConnect-Task-1,Task.performerType.coding.system,Task.performerType.coding.system,Identity of the terminology system,The identification of the code system that defines the meaning of the symbol in the code.,0,1,0..1,Coding.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.3', './codeSystem', 'fhir:Coding.system rdfs:subPropertyOf dt:CDCoding.codeSystem']","The URI may be an OID (urn:oid:...) or a UUID (urn:uuid:...).  OIDs and UUIDs SHALL be references to the HL7 OID registry. Otherwise, the URI should come from HL7's list of FHIR defined special URIs or it should de-reference to some definition that establish the system clearly and unambiguously.",uri,ele-1,true,,,,,,,,,,,,,,,Need to be unambiguous about the source of the definition of the symbol.,,,,,,,,
168,ARS|s_GPConnect-Task-1,Task.performerType.coding.version,Task.performerType.coding.version,Version of the system - if relevant,"The version of the code system which was used when choosing this code. Note that a well-maintained code system does not need the version reported, because the meaning of codes is consistent across versions. However this cannot consistently be assured. and when the meaning is not guaranteed to be consistent, the version SHOULD be exchanged.",0,1,0..1,Coding.version,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.7', './codeSystemVersion', 'fhir:Coding.version rdfs:subPropertyOf dt:CDCoding.codeSystemVersion']","Where the terminology does not clearly define what string should be used to identify code system versions, the recommendation is to use the date (expressed in FHIR date format) on which that version was officially published as the version date.",string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,
169,ARS|s_GPConnect-Task-1,Task.performerType.coding.code,Task.performerType.coding.code,Symbol in syntax defined by the system,A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).,0,1,0..1,Coding.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.1', './code', 'fhir:Coding.code rdfs:subPropertyOf dt:CDCoding.code']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,,,,,,,,,,,,,,Need to refer to a particular code in the system.,,,,,,,,
170,ARS|s_GPConnect-Task-1,Task.performerType.coding.display,Task.performerType.coding.display,Representation defined by the system,"A representation of the meaning of the code in the system, following the rules of the system.",0,1,0..1,Coding.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.2 - but note this is not well followed', 'CV.displayName', 'fhir:Coding.display rdfs:subPropertyOf dt:CDCoding.displayName']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,,Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,,,,,,
