,source,element_id,element_path_value,element_short_value,element_definition_value,element_alias_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_comment_value,element_type_code_value,element_condition_value,element_isSummary_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_binding_extension_url,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_isModifier_value,element_binding_extension_valueReference_reference_value,element_requirements_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_type_targetProfile_value,element_fixedCode_value,element_meaningWhenMissing_value,element_defaultValueBoolean_value,element_sliceName_value,element_type_profile_value,element_fixedUri_value,element_extension_url,element_extension_valueBoolean_value,element_mustSupport_value
57,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.category.coding:snomedCT.userSelected,ProcedureRequest.category.coding.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,,0,1,0..1,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",boolean,ele-1,true,,,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,,,,,,
58,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.category.text,ProcedureRequest.category.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,,0,1,0..1,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",Very often the text is the same as a displayName of one of the codings.,string,ele-1,true,,,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,
59,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code,ProcedureRequest.code,The tests requested by the requesting health care professional.,"A code that identifies a particular procedure, diagnostic investigation, or panel of investigations, that have been requested.",,1,1,1..1,ProcedureRequest.code,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'workflow', 'v2', 'rim', 'quick', 'w5']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', 'Request.code', 'Varies by domain', '.code', 'Procedure.procedureCode', 'what']","Many laboratory and radiology procedure codes embed the specimen/organ system in the test ordeer name, for example,  serum or serum/plasma glucose, or a chest xray. The specimen may not be recorded separately from the test code.",CodeableConcept,ele-1,true,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,ProcedureRequestCode,,example,"Codes for tests/services that can be performed by procedure or diagnostic services.  For laboratory, LOINC is  (preferred)[http://hl7.org/fhir/STU3/terminologies.html#preferred] and a valueset using LOINC Order codes is available [here](valueset-diagnostic-requests.html).",http://hl7.org/fhir/ValueSet/procedure-code,,,,,,,,,,,,,,,,
60,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.id,ProcedureRequest.code.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
61,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.extension,ProcedureRequest.code.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,
62,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding,ProcedureRequest.code.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,,0,*,0..*,CodeableConcept.coding,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",Coding,ele-1,true,,value,system,,open,,,,,,,,,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,,,,,,,,
63,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT,ProcedureRequest.code.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,,0,*,0..*,CodeableConcept.coding,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']","Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",Coding,ele-1,true,,,,,,,,,,,,,,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,,,snomedCT,,,,,
64,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.id,ProcedureRequest.code.coding.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
65,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.extension,ProcedureRequest.code.coding.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,
66,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.extension:snomedCTDescriptionID,ProcedureRequest.code.coding.extension,The SNOMED CT Description ID for the display,The SNOMED CT Description ID for the display.,"['extensions', 'user content']",0,1,0..1,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,,,,,,,,,,,,,,,,,,,,,snomedCTDescriptionID,https://fhir.hl7.org.uk/STU3/StructureDefinition/Extension-coding-sctdescid,,,,
67,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.extension:snomedCTDescriptionID.id,ProcedureRequest.code.coding.extension.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
68,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.extension:snomedCTDescriptionID.extension,ProcedureRequest.code.coding.extension.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,
69,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.extension:snomedCTDescriptionID.url,ProcedureRequest.code.coding.extension.url,identifies the meaning of the extension,Source of the definition for the extension code - a logical name or a URL.,,1,1,1..1,Extension.url,1,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","The definition may point directly to a computable or human-readable definition of the extensibility codes, or it may be a logical URI as declared in some other specification. The definition SHALL be a URI for the Structure Definition defining the extension.",uri,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,https://fhir.hl7.org.uk/STU3/StructureDefinition/Extension-coding-sctdescid,,,
70,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.extension:snomedCTDescriptionID.value[x],ProcedureRequest.code.coding.extension.value[x],Value of extension,Value of extension - may be a resource or one of a constrained set of the data types (see Extensibility in the spec for list).,,0,1,0..1,Extension.value[x],0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', 'N/A']","A stream of bytes, base64 encoded","['base64Binary', 'boolean', 'code', 'date', 'dateTime', 'decimal', 'id', 'instant', 'integer', 'markdown', 'oid', 'positiveInt', 'string', 'time', 'unsignedInt', 'uri', 'Address', 'Age', 'Annotation', 'Attachment', 'CodeableConcept', 'Coding', 'ContactPoint', 'Count', 'Distance', 'Duration', 'HumanName', 'Identifier', 'Money', 'Period', 'Quantity', 'Range', 'Ratio', 'Reference', 'SampledData', 'Signature', 'Timing', 'Meta']",ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.system,ProcedureRequest.code.coding.system,Identity of the terminology system,The identification of the code system that defines the meaning of the symbol in the code.,,1,1,1..1,Coding.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.3', './codeSystem', 'fhir:Coding.system rdfs:subPropertyOf dt:CDCoding.codeSystem']","The URI may be an OID (urn:oid:...) or a UUID (urn:uuid:...).  OIDs and UUIDs SHALL be references to the HL7 OID registry. Otherwise, the URI should come from HL7's list of FHIR defined special URIs or it should de-reference to some definition that establish the system clearly and unambiguously.",uri,ele-1,true,,,,,,,,,,,,,,Need to be unambiguous about the source of the definition of the symbol.,,,,,,,,,,http://snomed.info/sct,,,
72,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.version,ProcedureRequest.code.coding.version,Version of the system - if relevant,"The version of the code system which was used when choosing this code. Note that a well-maintained code system does not need the version reported, because the meaning of codes is consistent across versions. However this cannot consistently be assured. and when the meaning is not guaranteed to be consistent, the version SHOULD be exchanged.",,0,0,0..0,Coding.version,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.7', './codeSystemVersion', 'fhir:Coding.version rdfs:subPropertyOf dt:CDCoding.codeSystemVersion']","Where the terminology does not clearly define what string should be used to identify code system versions, the recommendation is to use the date (expressed in FHIR date format) on which that version was officially published as the version date.",string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.code,ProcedureRequest.code.coding.code,Symbol in syntax defined by the system,A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).,,1,1,1..1,Coding.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.1', './code', 'fhir:Coding.code rdfs:subPropertyOf dt:CDCoding.code']",Note that FHIR strings may not exceed 1MB in size,code,ele-1,true,,,,,,,,,,,,,,Need to refer to a particular code in the system.,,,,,,,,,,,,,
74,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.display,ProcedureRequest.code.coding.display,Representation defined by the system,"A representation of the meaning of the code in the system, following the rules of the system.",,1,1,1..1,Coding.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.2 - but note this is not well followed', 'CV.displayName', 'fhir:Coding.display rdfs:subPropertyOf dt:CDCoding.displayName']",Note that FHIR strings may not exceed 1MB in size,string,ele-1,true,,,,,,,,,,,,,,Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,
75,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.coding:snomedCT.userSelected,ProcedureRequest.code.coding.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,,0,1,0..1,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']","Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",boolean,ele-1,true,,,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,,,,,,
76,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.code.text,ProcedureRequest.code.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,,0,1,0..1,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",Very often the text is the same as a displayName of one of the codings.,string,ele-1,true,,,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true,
77,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.subject,ProcedureRequest.subject,A reference to the Patient that the ProcedureRequest is about.,"On whom or what the procedure or diagnostic is to be performed. This is usually a human patient, but can also be requested on animals, groups of humans or animals, devices such as dialysis machines, or even locations (typically for environmental scans).",,1,1,1..1,ProcedureRequest.subject,1,1,"['ele-1', 'ref-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'SHALL have a contained resource if a local reference is provided']","['hasValue() | (children().count() > id.count())', ""reference.startsWith('#').not() or (reference.substring(1).trace('url') in %resource.contained.id.trace('ids'))""]","['@value|f:*|h:div', ""not(starts-with(f:reference/@value, '#')) or exists(ancestor::*[self::f:entry or self::f:parameter]/f:resource/f:*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')]|/*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')])""]","['rim', 'rim', 'workflow', 'v2', 'rim', 'quick', 'w5']","['n/a', 'The target of a resource reference is a RIM entry point (Act, Role, or Entity)', 'Request.subject', 'Accompanying PID segment', '.participation[typeCode=SBJ].role', 'ClinicalStatement.subject', 'who.focus']","References SHALL be a reference to an actual FHIR resource, and SHALL be resolveable (allowing for access control, temporary unavailability, etc). Resolution can be either by retrieval from the URL, or, where applicable by resource type, by treating an absolute reference as a canonical URL and looking it up in a local registry/repository.","['Reference', 'Reference', 'Reference']",ele-1,true,,,,,,,,,,,,,,,,,,"['http://hl7.org/fhir/StructureDefinition/Device', 'https://fhir.nhs.uk/STU3/StructureDefinition/CareConnect-GPC-Patient-1', 'https://fhir.nhs.uk/STU3/StructureDefinition/CareConnect-GPC-Location-1']",,,,,,,,,
78,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.context,ProcedureRequest.context,Encounter or Episode during which request was created,An encounter or episode of care that provides additional information about the healthcare context in which this request is made.,encounter,0,1,0..1,ProcedureRequest.context,0,1,"['ele-1', 'ref-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'SHALL have a contained resource if a local reference is provided']","['hasValue() | (children().count() > id.count())', ""reference.startsWith('#').not() or (reference.substring(1).trace('url') in %resource.contained.id.trace('ids'))""]","['@value|f:*|h:div', ""not(starts-with(f:reference/@value, '#')) or exists(ancestor::*[self::f:entry or self::f:parameter]/f:resource/f:*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')]|/*/f:contained/f:*[f:id/@value=substring-after(current()/f:reference/@value, '#')])""]","['rim', 'rim', 'workflow', 'v2', 'rim', 'quick', 'w5']","['n/a', 'The target of a resource reference is a RIM entry point (Act, Role, or Entity)', 'Request.context', 'Accompanying PV1', '.inboundRelationship(typeCode=COMP].source[classCode<=PCPR, moodCode=EVN]', 'ClinicalStatement.encounter', 'context']","References SHALL be a reference to an actual FHIR resource, and SHALL be resolveable (allowing for access control, temporary unavailability, etc). Resolution can be either by retrieval from the URL, or, where applicable by resource type, by treating an absolute reference as a canonical URL and looking it up in a local registry/repository.","['Reference', 'Reference']",ele-1,true,,,,,,,,,,,,,,,,,,"['https://fhir.hl7.org.uk/STU3/StructureDefinition/CareConnect-EpisodeOfCare-1', 'https://fhir.nhs.uk/STU3/StructureDefinition/CareConnect-GPC-Encounter-1']",,,,,,,,,
79,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.occurrence[x],ProcedureRequest.occurrence[x],When procedure should occur,The date/time at which the diagnostic testing should occur.,schedule,0,1,0..1,ProcedureRequest.occurrence[x],0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'workflow', 'v2', 'rim', 'quick', 'w5']","['n/a', 'Request.occurrence[x]', 'Accompanying TQ1/TQ2 segments', '.effectiveTime', 'Procedure.procedureSchedule', 'when.planned']",,"['dateTime', 'Period', 'Timing']",ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.asNeeded[x],ProcedureRequest.asNeeded[x],Preconditions for procedure or diagnostic,"If a CodeableConcept is present, it indicates the pre-condition for performing the procedure.  For example ""pain"", ""on flare-up"", etc.",,0,1,0..1,ProcedureRequest.asNeeded[x],0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim', 'quick']","['n/a', 'boolean: precondition.negationInd (inversed - so negationInd = true means asNeeded=false CodeableConcept: precondition.observationEventCriterion[code=""Assertion""].value', 'Proposal.prnReason.reason']",,"['boolean', 'CodeableConcept']",ele-1,true,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,ProcedureAsNeededReason,,example,"A coded concept identifying the pre-condition that should hold prior to performing a procedure.  For example ""pain"", ""on flare-up"", etc.",http://hl7.org/fhir/ValueSet/medication-as-needed-reason,,,,,,,,,,,,,,,,
81,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.authoredOn,ProcedureRequest.authoredOn,Date request signed,When the request transitioned to being actionable.,orderedOn,0,1,0..1,ProcedureRequest.authoredOn,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'workflow', 'v2', 'rim', 'quick', 'w5']","['n/a', 'Request.authoredOn', 'ORC.9', '.participation[typeCode=AUT].time', 'Proposal.proposedAtTime', 'when.recorded']",,dateTime,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.requester,ProcedureRequest.requester,Reference to the resource for the practitioner or organization that created the ProcedureRequest.,The individual who initiated the request and has responsibility for its activation.,"['author', 'orderer']",0,1,0..1,ProcedureRequest.requester,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'workflow', 'v2', 'rim', 'quick']","['n/a', 'Request.requester', 'ORC.12', '.participation[typeCode=AUT].role', 'ClinicalStatement.statementAuthor']","This not the dispatcher, but rather who is the authorizer.",BackboneElement,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,true
83,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.requester.id,ProcedureRequest.requester.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,Note that FHIR strings may not exceed 1MB in size,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.requester.extension,ProcedureRequest.requester.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","['extensions', 'user content']",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,,,,
85,ARS|s_CareConnect-GPC-ProcedureRequest-1,ProcedureRequest.requester.modifierExtension,ProcedureRequest.requester.modifierExtension,Extensions that cannot be ignored,"May be used to represent additional information that is not part of the basic definition of the element, and that modifies the understanding of the element that contains it. Usually modifier elements provide negation or qualification. In order to make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.","['extensions', 'user content', 'modifiers']",0,*,0..*,BackboneElement.modifierExtension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",Extension,ele-1,true,,,,,,,,,,,,true,,,,,,,,,,,,,,,
