,source,element_id,element_path_value,element_short_value,element_definition_value,element_comment_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_type_code_value,element_condition_value,element_isSummary_value,element_representation_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_alias_value,element_binding_extension_url,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_isModifier_value,element_binding_extension_valueReference_reference_value,element_sliceName_value,element_type_profile_value,element_mustSupport_value,element_fixedUri_value,element_requirements_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_type_targetProfile_value,element_binding_valueSetUri_value,element_slicing_ordered_value,element_extension_url,element_extension_valueBoolean_value
54,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage,MedicationStatement.dosage,Details of how medication is/was taken or should be taken,Indicates how the medication is/was or should be taken by the patient.,"The dates included in the dosage on a Medication Statement reflect the dates for a given dose.  For example, ""from November 1, 2016 to November 3, 2016, take one tablet daily and from November 4, 2016 to November 7, 2016, take two tablets daily.""  It is expected that this specificity may only be populated where the patient brings in their labeled container or where the Medication Statement is derived from a MedicationRequest.",1,*,1..*,MedicationStatement.dosage,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim', 'rim']","['n/a', '.outboundRelationship[typeCode=COMP].target[classCode=SBADM, moodCode=INT]', 'refer dosageInstruction mapping']",Dosage,ele-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.id,MedicationStatement.dosage.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.extension,MedicationStatement.dosage.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,
57,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.sequence,MedicationStatement.dosage.sequence,The order of the dosage instructions,Indicates the order in which the dosage instructions should be applied or interpreted.,"32 bit number; for values larger than this, use decimal",0,1,0..1,Dosage.sequence,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.text']",integer,ele-1,true,,,,,,,,,,,,,,,,,,,"If the sequence number of multiple Dosages is the same, then it is implied that the instructions are to be treated as concurrent.  If the sequence number is different, then the Dosages are intended to be sequential.",,,,,,,,
58,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.text,MedicationStatement.dosage.text,Free text dosage instructions e.g. SIG,Free text dosage instructions e.g. SIG.,Note that FHIR strings may not exceed 1MB in size,1,1,1..1,Dosage.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.text']",string,ele-1,true,,,,,,,,,,,,,,,,,,,"Free text dosage instructions can be used for cases where the instructions are too complex to code.  The content of this attribute does not include the name or description of the medication. When coded instructions are present, the free text instructions may still be present for display to humans taking or administering the medication. It is expected that the text instructions will always be populated.  If the dosage.timing attribute is also populated, then the dosage.text should reflect the same information as the timing.",,,,,,,,
59,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.additionalInstruction,MedicationStatement.dosage.additionalInstruction,"Supplemental instruction - e.g. ""with meals""","Supplemental instruction - e.g. ""with meals"".","Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",0,*,0..*,Dosage.additionalInstruction,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', '.text']",CodeableConcept,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,AdditionalInstruction,,example,"A coded concept identifying additional instructions such as ""take with water"" or ""avoid operating heavy machinery"".",http://hl7.org/fhir/ValueSet/additional-instruction-codes,,,,,,,"Additional instruction such as ""Swallow with plenty of water"" which may or may not be coded.",,,,,,,,
60,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.patientInstruction,MedicationStatement.dosage.patientInstruction,Patient or consumer oriented instructions,Instructions in terms that are understood by the patient or consumer.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Dosage.patientInstruction,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.text']",string,ele-1,true,,,,,,,,,,,,,,,,,true,,,,,,,,,,
61,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.timing,MedicationStatement.dosage.timing,When medication should be administered,When medication should be administered.,"This attribute may not always be populated while the Dosage.text is expected to be populated.  If both are populated, then the Dosage.text should reflect the content of the Dosage.timing.",0,1,0..1,Dosage.timing,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'rim']","['n/a', 'N/A', 'QSET<TS> (GTS)', '.effectiveTime']",Timing,ele-1,true,,,,,,,,,,,,,,,,,,,"The timing schedule for giving the medication to the patient. The Schedule data type allows many different expressions. For example: ""Every 8 hours""; ""Three times a day""; ""1/2 an hour before breakfast for 10 days from 23-Dec 2011:""; ""15 Oct 2013, 17 Oct 2013 and 1 Nov 2013"".  Sometimes, a rate can imply duration when expressed as total volume / duration (e.g.  500mL/2 hours implies a duration of 2 hours).  However, when rate doesn't imply duration (e.g. 250mL/hour), then the timing.repeat.duration is needed to convey the infuse over time period.",,,,,,,,
62,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.asNeeded[x],MedicationStatement.dosage.asNeeded[x],"Take ""as needed"" (for x)","Indicates whether the Medication is only taken when needed within a specific dosing schedule (Boolean option), or it indicates the precondition for taking the Medication (CodeableConcept).","Can express ""as needed"" without a reason by setting the Boolean = True.  In this case the CodeableConcept is not populated.  Or you can express ""as needed"" with a reason by including the CodeableConcept.  In this case the Boolean is assumed to be True.  If you set the Boolean to False, then the dose is given according to the schedule and is not ""prn"" or ""as needed"".",0,1,0..1,Dosage.asNeeded[x],0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'rim']","['n/a', '.outboundRelationship[typeCode=PRCN].target[classCode=OBS, moodCode=EVN, code=""as needed""].value=boolean or codable concept']","['boolean', 'CodeableConcept']",ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,MedicationAsNeededReason,,example,"A coded concept identifying the precondition that should be met or evaluated prior to consuming or administering a medication dose.  For example ""pain"", ""30 minutes prior to sexual intercourse"", ""on flare-up"" etc.",http://hl7.org/fhir/ValueSet/medication-as-needed-reason,,,,,,,,,,,,,,,
63,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.site,MedicationStatement.dosage.site,Body site to administer to,Body site to administer to.,"If the use case requires attributes from the BodySite resource (e.g. to identify and track separately) then use the standard extension [body-site-instance](extension-body-site-instance.html).  May be a summary code, or a reference to a very precise definition of the location, or both.",0,1,0..1,Dosage.site,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', '.approachSiteCode']",CodeableConcept,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,MedicationAdministrationSite,,example,A coded concept describing the site location the medicine enters into or onto the body.,http://hl7.org/fhir/ValueSet/approach-site-codes,,,,,,,A coded specification of the anatomic site where the medication first enters the body.,,,,,,,,
64,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route,MedicationStatement.dosage.route,How drug should enter body,How drug should enter body.,"Not all terminology uses fit this general pattern. In some cases, models should not use CodeableConcept and use Coding directly and provide their own structure for managing text, codings, translations and the relationship between elements and pre- and post-coordination.",0,1,0..1,Dosage.route,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', '.routeCode']",CodeableConcept,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,RouteOfAdministration,,example,A coded concept describing the route or physiological path of administration of a therapeutic agent into or onto the body of a subject.,http://hl7.org/fhir/ValueSet/route-codes,,,,,,,A code specifying the route or physiological path of administration of a therapeutic agent into or onto a patient's body.,,,,,,,,
65,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.id,MedicationStatement.dosage.route.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.extension,MedicationStatement.dosage.route.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,
67,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding,MedicationStatement.dosage.route.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,"Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",0,*,0..*,CodeableConcept.coding,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']",Coding,ele-1,true,,value,system,,open,,,,,,,,,,,,,,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,false,,
68,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT,MedicationStatement.dosage.route.coding,Code defined by a terminology system,A reference to a code defined by a terminology system.,"Codes may be defined very casually in enumerations, or code lists, up to very formal definitions such as SNOMED CT - see the HL7 v3 Core Principles for more information.  Ordering of codings is undefined and SHALL NOT be used to infer meaning. Generally, at most only one of the coding values will be labeled as UserSelected = true.",0,1,0..1,CodeableConcept.coding,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'v2', 'rim', 'orim']","['n/a', 'CE/CNE/CWE subset one of the sets of component 1-3 or 4-6', 'CV', 'fhir:Coding rdfs:subClassOf dt:CDCoding', 'C*E.1-8, C*E.10-22', 'union(., ./translation)', 'fhir:CodeableConcept.coding rdfs:subPropertyOf dt:CD.coding']",Coding,ele-1,true,,,,,,,,,,example,A code from the SNOMED Clinical Terminology UK coding system that describes the e-Prescribing route of administration.,https://fhir.nhs.uk/STU3/ValueSet/CareConnect-MedicationDosageRoute-1,,,snomedCT,,,,Allows for translations and alternate encodings within a code system.  Also supports communication of the same instance to systems requiring different encodings.,,,,,,,,
69,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT.id,MedicationStatement.dosage.route.coding.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,xmlAttr,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT.extension,MedicationStatement.dosage.route.coding.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,value,url,Extensions are always sliced by (at least) url,open,"['extensions', 'user content']",,,,,,,,,,,,,,,,,,,,,
71,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT.extension:snomedCTDescriptionID,MedicationStatement.dosage.route.coding.extension,The SNOMED CT Description ID for the display,The SNOMED CT Description ID for the display.,"There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,1,0..1,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,,,,,"['extensions', 'user content']",,,,,,,,,snomedCTDescriptionID,https://fhir.nhs.uk/STU3/StructureDefinition/Extension-coding-sctdescid,,,,,,,,,,,
72,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT.system,MedicationStatement.dosage.route.coding.system,Identity of the terminology system,The identification of the code system that defines the meaning of the symbol in the code.,"The URI may be an OID (urn:oid:...) or a UUID (urn:uuid:...).  OIDs and UUIDs SHALL be references to the HL7 OID registry. Otherwise, the URI should come from HL7's list of FHIR defined special URIs or it should de-reference to some definition that establish the system clearly and unambiguously.",1,1,1..1,Coding.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.3', './codeSystem', 'fhir:Coding.system rdfs:subPropertyOf dt:CDCoding.codeSystem']",uri,ele-1,true,,,,,,,,,,,,,,,,,,http://snomed.info/sct,Need to be unambiguous about the source of the definition of the symbol.,,,,,,,,
73,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT.version,MedicationStatement.dosage.route.coding.version,Version of the system - if relevant,"The version of the code system which was used when choosing this code. Note that a well-maintained code system does not need the version reported, because the meaning of codes is consistent across versions. However this cannot consistently be assured. and when the meaning is not guaranteed to be consistent, the version SHOULD be exchanged.","Where the terminology does not clearly define what string should be used to identify code system versions, the recommendation is to use the date (expressed in FHIR date format) on which that version was officially published as the version date.",0,0,0..0,Coding.version,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.7', './codeSystemVersion', 'fhir:Coding.version rdfs:subPropertyOf dt:CDCoding.codeSystemVersion']",string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT.code,MedicationStatement.dosage.route.coding.code,Symbol in syntax defined by the system,A symbol in syntax defined by the system. The symbol may be a predefined code or an expression in a syntax defined by the coding system (e.g. post-coordination).,Note that FHIR strings may not exceed 1MB in size,1,1,1..1,Coding.code,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.1', './code', 'fhir:Coding.code rdfs:subPropertyOf dt:CDCoding.code']",code,ele-1,true,,,,,,,,,,,,,,,,,,,Need to refer to a particular code in the system.,,,,,,,,
75,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT.display,MedicationStatement.dosage.route.coding.display,Representation defined by the system,"A representation of the meaning of the code in the system, following the rules of the system.",Note that FHIR strings may not exceed 1MB in size,1,1,1..1,Coding.display,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.2 - but note this is not well followed', 'CV.displayName', 'fhir:Coding.display rdfs:subPropertyOf dt:CDCoding.displayName']",string,ele-1,true,,,,,,,,,,,,,,,,,,,Need to be able to carry a human-readable meaning of the code for readers that do not know  the system.,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true
76,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.coding:snomedCT.userSelected,MedicationStatement.dosage.route.coding.userSelected,If this coding was chosen directly by the user,Indicates that this coding was chosen by a user directly - i.e. off a pick list of available items (codes or displays).,"Amongst a set of alternatives, a directly chosen code is the most appropriate starting point for new translations. There is some ambiguity about what exactly 'directly chosen' implies, and trading partner agreement may be needed to clarify the use of this element and its consequences more completely.",0,1,0..1,Coding.userSelected,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'Sometimes implied by being first', 'CD.codingRationale', 'fhir:Coding.userSelected fhir:mapsTo dt:CDCoding.codingRationale. fhir:Coding.userSelected fhir:hasMap fhir:Coding.userSelected.map. fhir:Coding.userSelected.map a fhir:Map;   fhir:target dt:CDCoding.codingRationale. fhir:Coding.userSelected\\#true a [     fhir:source ""true"";     fhir:target dt:CDCoding.codingRationale\\#O   ]']",boolean,ele-1,true,,,,,,,,,,,,,,,,,,,"This has been identified as a clinical safety criterium - that this exact system/code pair was chosen explicitly, rather than inferred by the system based on some rules or language processing.",,,,,,,,
77,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.route.text,MedicationStatement.dosage.route.text,Plain text representation of the concept,A human language representation of the concept as seen/selected/uttered by the user who entered the data and/or which represents the intended meaning of the user.,Very often the text is the same as a displayName of one of the codings.,0,1,0..1,CodeableConcept.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim']","['n/a', 'C*E.9. But note many systems use C*E.2 for this', './originalText[mediaType/code=""text/plain""]/data', 'fhir:CodeableConcept.text rdfs:subPropertyOf dt:CD.originalText']",string,ele-1,true,,,,,,,,,,,,,,,,,,,"The codes from the terminologies do not always capture the correct meaning with all the nuances of the human using them, or sometimes there is no appropriate code at all. In these cases, the text is used to capture the full meaning of the source.",,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-translatable,true
78,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.method,MedicationStatement.dosage.method,Technique for administering medication,Technique for administering medication.,Terminologies used often pre-coordinate this term with the route and or form of administration.,0,1,0..1,Dosage.method,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'orim', 'rim']","['n/a', 'CE/CNE/CWE', 'CD', 'fhir:CodeableConcept rdfs:subClassOf dt:CD', '.doseQuantity']",CodeableConcept,ele-1,true,,,,,,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,MedicationAdministrationMethod,,example,A coded concept describing the technique by which the medicine is administered.,http://hl7.org/fhir/ValueSet/administration-method-codes,,,,,,,"A coded value indicating the method by which the medication is introduced into or onto the body. Most commonly used for injections.  For examples, Slow Push; Deep IV.",,,,,,,,
79,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.dose[x],MedicationStatement.dosage.dose[x],Amount of medication per dose,Amount of medication per dose.,"Note that this specifies the quantity of the specified medication, not the quantity for each active ingredient(s). Each ingredient amount can be communicated in the Medication resource. For example, if one wants to communicate that a tablet was 375 mg, where the dose was one tablet, you can use the Medication resource to document that the tablet was comprised of 375 mg of drug XYZ. Alternatively if the dose was 375 mg, then you may only need to use the Medication resource to indicate this was a tablet. If the example were an IV such as dopamine and you wanted to communicate that 400mg of dopamine was mixed in 500 ml of some IV solution, then this would all be communicated in the Medication resource. If the administration is not intended to be instantaneous (rate is present or timing has a duration), this can be specified to convey the total amount to be administered over the period of time as indicated by the schedule e.g. 500 ml in dose, with timing used to convey that this should be done over 4 hours.",0,1,0..1,Dosage.dose[x],0,1,"['ele-1', 'rng-2']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, low SHALL have a lower value than high']","['hasValue() | (children().count() > id.count())', 'low.empty() or high.empty() or (low <= high)']","['@value|f:*|h:div', 'not(exists(f:low/f:value/@value)) or not(exists(f:high/f:value/@value)) or (number(f:low/f:value/@value) <= number(f:high/f:value/@value))']","['rim', 'v2', 'rim', 'rim']","['n/a', 'NR and also possibly SN (but see also quantity)', 'IVL<QTY[not(type=""TS"")]> [lowClosed=""true"" and highClosed=""true""]or URG<QTY[not(type=""TS"")]>', '.doseQuantity']","['Range', 'Quantity']",ele-1,true,,,,,,,,,,,,,,,,http://hl7.org/fhir/StructureDefinition/SimpleQuantity,,,The amount of therapeutic or other substance given at one administration event.,,,,,,,,
80,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.maxDosePerPeriod,MedicationStatement.dosage.maxDosePerPeriod,Upper limit on medication per unit of time,Upper limit on medication per unit of time.,"This is intended for use as an adjunct to the dosage when there is an upper cap.  For example ""2 tablets every 4 hours to a maximum of 8/day"".",0,1,0..1,Dosage.maxDosePerPeriod,0,1,"['ele-1', 'rat-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Numerator and denominator SHALL both be present, or both are absent. If both are absent, there SHALL be some extension present']","['hasValue() | (children().count() > id.count())', '(numerator.empty() xor denominator.exists()) and (numerator.exists() or extension.exists())']","['@value|f:*|h:div', '(count(f:numerator) = count(f:denominator)) and ((count(f:numerator) > 0) or (count(f:extension) > 0))']","['rim', 'v2', 'rim', 'rim']","['n/a', 'N/A', 'RTO', '.maxDoseQuantity']",Ratio,ele-1,true,,,,,,,,,,,,,,,,,,,"The maximum total quantity of a therapeutic substance that may be administered to a subject over the period of time.  For example, 1000mg in 24 hours.",,,,,,,,
81,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.maxDosePerAdministration,MedicationStatement.dosage.maxDosePerAdministration,Upper limit on medication per administration,Upper limit on medication per administration.,"This is intended for use as an adjunct to the dosage when there is an upper cap.  For example, a body surface area related dose with a maximum amount, such as 1.5 mg/m2 (maximum 2 mg) IV over 5 – 10 minutes would have doseQuantity of 1.5 mg/m2 and maxDosePerAdministration of 2 mg.",0,1,0..1,Dosage.maxDosePerAdministration,0,1,"['ele-1', 'qty-3', 'sqty-1']","['error', 'error', 'error']","['All FHIR elements must have a @value or children', 'If a code for the unit is present, the system SHALL also be present', 'The comparator is not used on a SimpleQuantity']","['hasValue() | (children().count() > id.count())', 'code.empty() or system.exists()', 'comparator.empty()']","['@value|f:*|h:div', 'not(exists(f:code)) or exists(f:system)', 'not(exists(f:comparator))']","['rim', 'v2', 'rim', 'rim']","['n/a', 'SN (see also Range) or CQ', 'PQ, IVL<PQ>, MO, CO, depending on the values', 'not supported']",Quantity,ele-1,true,,,,,,,,,,,,,false,,,http://hl7.org/fhir/StructureDefinition/SimpleQuantity,,,The maximum total quantity of a therapeutic substance that may be administered to a subject per administration.,,,,,,,,
82,ARS|s_CareConnect-GPC-MedicationStatement-1,MedicationStatement.dosage.maxDosePerLifetime,MedicationStatement.dosage.maxDosePerLifetime,Upper limit on medication per lifetime of the patient,Upper limit on medication per lifetime of the patient.,The context of use may frequently define what kind of quantity this is and therefore what kind of units can be used. The context of use may also restrict the values for the comparator.,0,1,0..1,Dosage.maxDosePerLifetime,0,1,"['ele-1', 'qty-3', 'sqty-1']","['error', 'error', 'error']","['All FHIR elements must have a @value or children', 'If a code for the unit is present, the system SHALL also be present', 'The comparator is not used on a SimpleQuantity']","['hasValue() | (children().count() > id.count())', 'code.empty() or system.exists()', 'comparator.empty()']","['@value|f:*|h:div', 'not(exists(f:code)) or exists(f:system)', 'not(exists(f:comparator))']","['rim', 'v2', 'rim', 'rim']","['n/a', 'SN (see also Range) or CQ', 'PQ, IVL<PQ>, MO, CO, depending on the values', 'not supported']",Quantity,ele-1,true,,,,,,,,,,,,,false,,,http://hl7.org/fhir/StructureDefinition/SimpleQuantity,,,The maximum total quantity of a therapeutic substance that may be administered per lifetime of the subject.,,,,,,,,
