,source,element_id,element_path_value,element_short_value,element_definition_value,element_comment_value,element_min_value,element_max_value,element_cardinality,element_base_path_value,element_base_min_value,element_base_max_value,element_constraint_key_value,element_constraint_severity_value,element_constraint_human_value,element_constraint_expression_value,element_constraint_xpath_value,element_mapping_identity_value,element_mapping_map_value,element_type_code_value,element_condition_value,element_isSummary_value,element_isModifier_value,element_binding_extension_url,element_binding_extension_valueReference_reference_value,element_binding_extension_valueString_value,element_binding_extension_valueBoolean_value,element_binding_strength_value,element_binding_description_value,element_binding_valueSetReference_reference_value,element_alias_value,element_slicing_discriminator_type_value,element_slicing_discriminator_path_value,element_slicing_description_value,element_slicing_rules_value,element_sliceName_value,element_type_profile_value,element_slicing_ordered_value,element_requirements_value,element_representation_value,element_extension_url,element_extension_valueBoolean_value,element_example_label_value,element_example_valueUri_value,element_example_valueString_value,element_meaningWhenMissing_value,element_type_targetProfile_value,element_fixedUri_value,element_defaultValueBoolean_value,element_orderMeaning_value,element_example_valueCode_value,element_example_valuePeriod_start_value,element_example_valuePeriod_end_value,element_binding_valueSetUri_value
99,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.id,Practitioner.name.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
100,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.extension,Practitioner.name.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
101,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.use,Practitioner.name.use,usual | official | temp | nickname | anonymous | old | maiden,Identifies the purpose for this name.,"This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old name etc.for a current/permanent one. Applications can assume that a name is current unless it explicitly says that it is temporary or old.",0,1,0..1,HumanName.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.7, but often indicated by which field contains the name', 'unique(./use)', './NamePurpose']",code,ele-1,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,NameUse,,required,The use of a human name,http://hl7.org/fhir/ValueSet/name-use,,,,,,,,,Allows the appropriate name for a particular context of use to be selected from among a set of names.,,,,,,,,,,,,,,,
102,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.text,Practitioner.name.text,Text representation of the full name,A full text representation of the name.,Can provide both a text representation and structured parts.,0,1,0..1,HumanName.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'implied by XPN.11', './formatted']",string,ele-1,true,,,,,,,,,,,,,,,,,"A renderable, unencoded form.",,,,,,,,,,,,,,,
103,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.family,Practitioner.name.family,Family name (often called 'Surname'),The part of a name that links to the genealogy. In some cultures (e.g. Eritrea) the family name of a son is the first name of his father.,"Family Name may be decomposed into specific parts using extensions (de, nl, es related cultures).",1,1,1..1,HumanName.family,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.1/FN.1', './part[partType = FAM]', './FamilyName']",string,ele-1,true,,,,,,,,,surname,,,,,,,,,,,,,,,,,,,,,,,
104,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.given,Practitioner.name.given,Given names (not always 'first'). Includes middle names,Given name.,"If only initials are recorded, they may be used in place of the full name.  Not called ""first name"" since given names do not always come first.",0,*,0..*,HumanName.given,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.2 + XPN.3', './part[partType = GIV]', './GivenNames']",string,ele-1,true,,,,,,,,,"['first name', 'middle name']",,,,,,,,,,,,,,,,,,,Given Names appear in the correct order for presenting the name,,,,
105,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.prefix,Practitioner.name.prefix,Parts that come before the name,"Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the start of the name.",Note that FHIR strings may not exceed 1MB in size,0,*,0..*,HumanName.prefix,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XPN.5', './part[partType = PFX]', './TitleCode']",string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prefixes appear in the correct order for presenting the name,,,,
106,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.suffix,Practitioner.name.suffix,Parts that come after the name,"Part of the name that is acquired as a title due to academic, legal, employment or nobility status, etc. and that appears at the end of the name.",Note that FHIR strings may not exceed 1MB in size,0,*,0..*,HumanName.suffix,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'XPN/4', './part[partType = SFX]']",string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suffixes appear in the correct order for presenting the name,,,,
107,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.period,Practitioner.name.period,Time period when name was/is in use,Indicates the period of time when this name was valid for the named person.,"This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",0,1,0..1,HumanName.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'XPN.13 + XPN.14', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']",Period,ele-1,true,,,,,,,,,,,,,,,,,Allows names to be placed in historical context.,,,,,,,,,,,,,,,
108,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.period.id,Practitioner.name.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
109,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.period.extension,Practitioner.name.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
110,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.period.start,Practitioner.name.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,"If the low element is missing, the meaning is that the low boundary is not known.",0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.name.period.end,Practitioner.name.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,
112,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom,Practitioner.telecom,A contact detail for the practitioner (that apply to all roles),"A contact detail for the practitioner, e.g. a telephone number or an email address.","Person may have multiple ways to be contacted with different uses or applicable periods.  May need to have options for contacting the person urgently, and also to help with identification  These typically will have home numbers, or mobile numbers that are not role specific.",0,*,0..*,Practitioner.telecom,0,*,"['ele-1', 'cpt-2']","['error', 'error']","['All FHIR elements must have a @value or children', 'A system is required if a value is provided.']","['hasValue() | (children().count() > id.count())', 'value.empty() or system.exists()']","['@value|f:*|h:div', 'not(exists(f:value)) or exists(f:system)']","['rim', 'v2', 'rim', 'servd', 'v2', 'rim', 'servd']","['n/a', 'XTN', 'TEL', 'ContactPoint', 'PRT-15, STF-10, ROL-12', './telecom', './ContactPoints']",ContactPoint,ele-1,true,,,,,,,,,,,,,,,,,Need to know how to reach a practitioner independent to any roles the practitioner may have.,,,,,,,,,,,,,,,
113,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.id,Practitioner.telecom.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
114,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.extension,Practitioner.telecom.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
115,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.system,Practitioner.telecom.system,phone | fax | email | pager | url | sms | other,Telecommunications form for contact point - what communications system is required to make use of the contact.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,ContactPoint.system,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.3', './scheme', './ContactPointType']",code,"['ele-1', 'cpt-2']",true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactPointSystem,,required,Telecommunications form for contact point,http://hl7.org/fhir/ValueSet/contact-point-system,,,,,,,,,,,,,,,,,,,,,,,,
116,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.value,Practitioner.telecom.value,The actual contact point details,"The actual contact point details, in a form that is meaningful to the designated communication system (i.e. phone number or email address).","Additional text data such as phone extension numbers, or notes about use of the contact are sometimes included in the value.",0,1,0..1,ContactPoint.value,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.1 (or XTN.12)', './url', './Value']",string,ele-1,true,,,,,,,,,,,,,,,,,Need to support legacy numbers that are not in a tightly controlled format.,,,,,,,,,,,,,,,
117,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.use,Practitioner.telecom.use,home | work | temp | old | mobile - purpose of this contact point,Identifies the purpose for the contact point.,"This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old contact etc.for a current/permanent one. Applications can assume that a contact is current unless it explicitly says that it is temporary or old.",0,1,0..1,ContactPoint.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XTN.2 - but often indicated by field', 'unique(./use)', './ContactPointPurpose']",code,ele-1,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,ContactPointUse,,required,Use of contact point,http://hl7.org/fhir/ValueSet/contact-point-use,,,,,,,,,"Need to track the way a person uses this contact, so a user can choose which is appropriate for their purpose.",,,,,,,,,,,,,,,
118,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.rank,Practitioner.telecom.rank,Specify preferred order of use (1 = highest),Specifies a preferred order in which to use a set of contacts. Contacts are ranked with lower values coming before higher values.,Note that rank does not necessarily follow the order in which the contacts are represented in the instance.,0,1,0..1,ContactPoint.rank,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2']","['n/a', 'n/a']",positiveInt,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.period,Practitioner.telecom.period,Time period when the contact point was/is in use,Time period when the contact point was/is in use.,"This is not a duration - that's a measure of time (a separate type), but a duration that occurs at a fixed value of time. A Period specifies a range of time; the context of use will specify whether the entire range applies (e.g. ""the patient was an inpatient of the hospital for this time range"") or one value from the range applies (e.g. ""give to the patient between these two times""). If duration is required, specify the type as Interval|Duration.",0,1,0..1,ContactPoint.period,0,1,"['ele-1', 'per-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'If present, start SHALL have a lower value than end']","['hasValue() | (children().count() > id.count())', 'start.empty() or end.empty() or (start <= end)']","['@value|f:*|h:div', 'not(exists(f:start)) or not(exists(f:end)) or (f:start/@value <= f:end/@value)']","['rim', 'v2', 'rim', 'v2', 'rim', 'servd']","['n/a', 'DR', 'IVL<TS>[lowClosed=""true"" and highClosed=""true""] or URG<TS>[lowClosed=""true"" and highClosed=""true""]', 'N/A', './usablePeriod[type=""IVL<TS>""]', './StartDate and ./EndDate']",Period,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.period.id,Practitioner.telecom.period.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
121,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.period.extension,Practitioner.telecom.period.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
122,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.period.start,Practitioner.telecom.period.start,Starting time with inclusive boundary,The start of the period. The boundary is inclusive.,"If the low element is missing, the meaning is that the low boundary is not known.",0,1,0..1,Period.start,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.1', './low']",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.telecom.period.end,Practitioner.telecom.period.end,"End time with inclusive boundary, if not ongoing","The end of the period. If the end of the period is missing, it means that the period is ongoing. The start may be in the past, and the end date in the future, which means that period is expected/planned to end at that time.",The high value includes any matching date/time. i.e. 2012-02-03T10:00:00 is in a period that has a end value of 2012-02-03.,0,1,0..1,Period.end,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'DR.2', './high']",dateTime,"['ele-1', 'per-1']",true,,,,,,,,,,,,,,,,,,,,,,,,"If the end of the period is missing, it means that the period is ongoing",,,,,,,,
124,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address,Practitioner.address,Address(es) of the practitioner that are not role specific (typically home address),Address(es) of the practitioner that are not role specific (typically home address).  Work addresses are not typically entered in this property as they are usually role dependent.,"The PractitionerRole does not have an address value on it, as it is expected that the location property be used for this purpose (which has an address).",0,*,0..*,Practitioner.address,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd', 'v2', 'rim', 'servd']","['n/a', 'XAD', 'AD', 'Address', 'ORC-24, STF-11, ROL-11, PRT-14', './addr', './Addresses']",Address,ele-1,true,,,,,,,,,,,,,,,,,"The home/mailing address of the practitioner is often required for employee administration purposes, and also for some rostering services where the start point (practitioners home) can be used in calculations.",,,,,,,,,,,,,,,
125,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.id,Practitioner.address.id,xml:id (or equivalent in JSON),unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Element.id,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,rim,n/a,string,ele-1,,,,,,,,,,,,,,,,,,,xmlAttr,,,,,,,,,,,,,,
126,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.extension,Practitioner.address.extension,Additional Content defined by implementations,"May be used to represent additional information that is not part of the basic definition of the element. In order to make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.",0,*,0..*,Element.extension,0,*,"['ele-1', 'ext-1']","['error', 'error']","['All FHIR elements must have a @value or children', 'Must have either extensions or value[x], not both']","['hasValue() | (children().count() > id.count())', 'extension.exists() != value.exists()']","['@value|f:*|h:div', ""exists(f:extension)!=exists(f:*[starts-with(local-name(.), 'value')])""]","['rim', 'rim']","['n/a', 'N/A']",Extension,ele-1,,,,,,,,,,"['extensions', 'user content']",value,url,Extensions are always sliced by (at least) url,open,,,,,,,,,,,,,,,,,,,
127,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.use,Practitioner.address.use,home | work | temp | old - purpose of this address,The purpose of this address.,"This is labeled as ""Is Modifier"" because applications should not mistake a temporary or old address etc.for a current/permanent one. Applications can assume that an address is current unless it explicitly says that it is temporary or old.",0,1,0..1,Address.use,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'servd']","['n/a', 'XAD.7', 'unique(./use)', './AddressPurpose']",code,ele-1,true,true,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,AddressUse,,required,The use of an address,http://hl7.org/fhir/ValueSet/address-use,,,,,,,,,Allows an appropriate address to be chosen from a list of many.,,,,General,,,,,,,,home,,,
128,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.type,Practitioner.address.type,postal | physical | both,Distinguishes between physical addresses (those you can visit) and mailing addresses (e.g. PO Boxes and care-of addresses). Most addresses are both.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Address.type,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard']","['n/a', 'XAD.18', 'unique(./use)', 'address type parameter']",code,ele-1,true,,http://hl7.org/fhir/StructureDefinition/elementdefinition-bindingName,,AddressType,,required,The type of an address (physical / postal),http://hl7.org/fhir/ValueSet/address-type,,,,,,,,,,,,,General,,,,,,,,both,,,
129,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.text,Practitioner.address.text,Text representation of the address,A full text representation of the address.,Can provide both a text representation and parts.,0,1,0..1,Address.text,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard']","['n/a', 'XAD.1 + XAD.2 + XAD.3 + XAD.4 + XAD.5 + XAD.6', './formatted', 'address label parameter']",string,ele-1,true,,,,,,,,,,,,,,,,,"A renderable, unencoded form.",,,,General,,"137 Nowhere Street, Erewhon 9132",,,,,,,,,
130,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.line,Practitioner.address.line,"Street name, number, direction & P.O. Box etc.","This component contains the house number, apartment number, street name, street direction,  P.O. Box number, delivery hints, and similar address information.",Note that FHIR strings may not exceed 1MB in size,0,*,0..*,Address.line,0,*,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.1 + XAD.2 (note: XAD.1 and XAD.2 have different meanings for a company address than for a person address)', 'AD.part[parttype = AL]', 'street', './StreetAddress (newline delimitted)']",string,ele-1,true,,,,,,,,,,,,,,,,,home | work | temp | old - purpose of this address.,,,,General,,137 Nowhere Street,,,,,The order in which lines should appear in an address label,,,,
131,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.city,Practitioner.address.city,"Name of city, town etc.","The name of the city, town, village or other community or delivery center.",Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Address.city,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.3', 'AD.part[parttype = CTY]', 'locality', './Jurisdiction']",string,ele-1,true,,,,,,,,,Municpality,,,,,,,,,,,,General,,Erewhon,,,,,,,,,
132,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.district,Practitioner.address.district,District name (aka county),The name of the administrative area (county).,"District is sometimes known as county, but in some regions 'county' is used in place of city (municipality), so county name should be conveyed in city instead.",0,1,0..1,Address.district,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim']","['n/a', 'XAD.9', 'AD.part[parttype = CNT | CPA]']",string,ele-1,true,,,,,,,,,County,,,,,,,,,,,,General,,Madison,,,,,,,,,
133,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.state,Practitioner.address.state,Sub-unit of country (abbreviations ok),Sub-unit of a country with limited sovereignty in a federally organized country. A code may be used if codes are in common use (i.e. US 2 letter state codes).,Note that FHIR strings may not exceed 1MB in size,0,0,0..0,Address.state,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.4', 'AD.part[parttype = STA]', 'region', './Region']",string,ele-1,true,,,,,,,,,"['Province', 'Territory']",,,,,,,,,,,,,,,,,,,,,,,
134,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.postalCode,Practitioner.address.postalCode,Postal code for area,A postal code designating a region defined by the postal service.,Note that FHIR strings may not exceed 1MB in size,0,1,0..1,Address.postalCode,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.5', 'AD.part[parttype = ZIP]', 'code', './PostalIdentificationCode']",string,ele-1,true,,,,,,,,,Zip,,,,,,,,,,,,General,,9132,,,,,,,,,
135,ARS|s_CareConnect-GPC-Practitioner-1,Practitioner.address.country,Practitioner.address.country,Country (e.g. can be ISO 3166 2 or 3 letter code),Country - a nation as commonly understood or generally accepted.,ISO 3166 3 letter codes can be used in place of a full country name.,0,1,0..1,Address.country,0,1,ele-1,error,All FHIR elements must have a @value or children,hasValue() | (children().count() > id.count()),@value|f:*|h:div,"['rim', 'v2', 'rim', 'vcard', 'servd']","['n/a', 'XAD.6', 'AD.part[parttype = CNT]', 'country', './Country']",string,ele-1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
